"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"15-17 W Selden St","Boston, MA","02126",,6,"2f 0h",,,3234,,6257.00,1920,"MF",,,,16,699000.00,216.14,,,"Attention contractors, investors, and buyers! Offers due 12/1/25 3pmThe perfect opportunity to fix and flip or hold as a great rental property. Currently set up as a 4 family, (2) 2 bed 1 baths and (2) 1 bed 1 baths. Utilities are split between 2 units. Big lot, space in the back to pave over and create 8 parking spots. Buyer to verify any/all uses, permitting, and regulatory compliance. Property is vacant. This is NOT a bank owned property. Property is being sold AS IS and will be sold to the strongest offer. Buyer/ Buyer Agent to do their own due diligence.","",,,,,"CN239926","Suffolk","AN8648","W Selden St",15,0,,,,,,,,0,3,,0,3,,"Stone/Concrete",,"ACT",11/25/2025 2:04:00 PM,,8745.00,"2025",,,,755200,,,,11/25/2025 2:04:00 PM,,,,,,"11/25/2025",,,
"73 Stanton St","Boston, MA","02124",,6,"2f 0h",,,2606,,5019.00,1890,"MF",,,,16,675000.00,259.02,,,"Rare opportunity for investors, contractors, or developers at 73 Stanton Street in Dorchester. This multi-family property is being sold as-is, where-is, with all existing tenants and all contents remaining in the building at time of closing included in the sale. The seller will make no repairs, improvements, or removals.The property requires significant renovation and modernization and presents strong potential for those looking to restore, reposition, or explore redevelopment options (buyer to conduct all due diligence). Located in an established neighborhood with convenient access to public transportation, major routes, shopping, and local amenities. Perfect for seasoned investors, contractors, or developers looking to capitalize on a project with real potential. Bring your creativity, your team, and your plans — and turn this property into your next success story. Cash or renovation financing strongly recommended.","Buyer and Buyer agent to do due diligence.  Property is being sold as is, where is including all interior and exterior contents.  Home will transfer with current tenants in place. Solar panels were installed but never connected. Please reach out to Listing Agent for more information. Property is occupied - do not disturb tenants.  Appointment required. Contingent upon license to sell.",,,,,"CT007603","Suffolk","AC0342","Stanton St",73,0,,,,,,,,0,3,,0,3,,,,"ACT",11/25/2025 1:35:00 PM,,7095.00,"2025",,,,612700,,,,11/25/2025 1:35:00 PM,,,,,,"11/25/2025",,,
"408-410 Western Avenue","Boston, MA","02135",,4,"2f 0h",,,3176,,6375.00,1900,"MF",,,,9,1500000.00,472.29,,,"ATTENTION DEVELOPERS and INVESTORS! Welcome to 408 and 410 Western Avenue- These three units are made up of an attached single and 2family . This property stands out for its income potential or development possibilities- Please see 110-112 Litchfield Street listing. All three units are currently lease for TAW.The sizable front and back yards are perfect for gardening or outdoor gatherings, and there's ample off-street parking for 5+ vehicles. Located a short distance to Star Market, Brighton Center, Harvard Business School, and Boston Landing, the property ensures high rental demand. Just two minutes from public transportation and major commuter routes, this property is a rare find in a prime, high-demand location.","OFFER DEADLINE - 6pm Dec 8th, 2025.",,,,,"CT009255","Suffolk","AN6051","Western Avenue",408,0,,,,,,,,0,5,,0,5,,,,"ACT",12/2/2025 7:39:00 AM,,9530.77,"2018",,,,902400,,,,12/2/2025 7:39:00 AM,,,,,,"12/02/2025",,,
"23 Dunlap St","Boston, MA","02124",,9,"3f 0h",,,3885,,2681.00,1900,"MF",,,,23,1199999.00,308.88,,,"Welcome to 23 Dunlap Street, a fully renovated three-family featuring updated interiors, modern finishes, and solid rental potential. Conveniently located near public transportation, local shops, Franklin Park, and major commuter routes, this property offers comfort and accessibility in a well-connected Dorchester neighborhood.All three units have been recently updated with modern kitchens, refreshed bathrooms, new flooring, and upgraded interior systems, creating a move-in-ready and low-maintenance setup.Current Rent Roll:Unit 1: $2,900/monthUnit 2: $3,170/monthUnit 3: Currently vacantThis property provides a flexible option for a variety of buyers seeking a renovated multi-family home in a convenient and established location.","",,,,,"CN248529","Suffolk","AC1408","Dunlap St",23,0,,,,,,,,0,0,,0,0,,,,"ACT",11/18/2025 5:44:00 PM,,10503.00,"2025",,,,907000,,,,11/18/2025 5:46:00 PM,,,,,,"11/18/2025",,,
"6 Baldwin Place","Boston, MA","02113",,9,"5f 0h",,,3000,,680.00,1920,"MF",,,,23,2800000.00,933.33,,,"A standout in the North End market, this impeccably maintained 4-unit asset seamlessly blends sophisticated renovations with strong, reliable rental performance. Each residence showcases hardwood floors, stainless-steel appliances, granite countertops, and designer bathrooms, creating a cohesive, modern aesthetic throughout.The property features a 3-bed/2-bath duplex plus three 2-bed/1-bath units, all thoughtfully laid out and renovated in 2014 with continual upgrades since, including a new rooftop condenser, sprinkler and surveillance systems, electrical upgrades, and a new roof. Currently generating $13,100 per month ($157,200 annually), all units are leased through 08/31/2026, offering immediate stability and zero vacancy concerns. For buyers seeking a low-maintenance, high-performing investment in one of Boston’s most coveted and historic neighborhoods, this property delivers on every metric. A TRUE NORTH END GEM— AND ABSOLUTELY NOT ONE TO MISS!","Showings begin Friday",,,,,"CN224543","Suffolk","AN3781","Baldwin Place",6,0,,,,,,,,0,0,,0,0,,,,"ACT",11/18/2025 11:02:00 AM,,19300.00,"2025",,,,1632600,,,,11/18/2025 11:04:00 AM,,,,,,"11/18/2025",,,
"37 M St","Boston, MA","02127",,5,"3f 0h",,,2398,,2500.00,1890,"MF",,,,24,1800000.00,750.63,,,"Well maintained 2 family home on a pretty street overlooking Medal of Honor Park. Just a short walk to Castle Island, Broadway shopping and The Seaport District. Easy access to Highways, Pike, Airport and Public transportation. Public and Private schools nearby. 1st floor nicely updated 1/2 bed apartment and a 2 level 4 bed/2 bath apartment.","24 hour notice for showings",,,,,"BB980262","Suffolk","AN1366","M St",37,0,,,,,,,,0,0,,0,0,,,,"ACT",11/17/2025 11:16:00 AM,,16564.00,"2025",,,,1430400,,,,11/17/2025 11:16:00 AM,,,,,,"11/17/2025",,,
"20 Leslie St","Boston, MA","02122","1210",9,"3f 0h",,,3585,,3897.00,1900,"MF",,,,24,1295000.00,361.23,,,"Multi-family opportunity in great Dorchester neighborhood. Property offers three good 3-bedroom units (5/5/5) with living area, eat-in kitchens, hardwood floors, and classic triple-decker charm. The building features separate utilities, forced hot-air furnaces, and de-lead certificates for all three units, along with front and back decks and newer siding, roof, and decks. Each unit includes pantry space suitable for adding in-unit laundry, maximizing rental potential. The full basement provides ample storage. This property makes an excellent owner-occupant three-family or a strong investment vehicle for patient investors seeking long-term value. Steps from parks, shops, dining, and public transit, it offers an unbeatable blend of location and opportunity. Unit #1 and #3 vacant. Unit #2 long term tenant on TAW lease.","",,,,,"BB808315","Suffolk","BB3466","Leslie St",20,0,,,,,,,,0,0,,0,0,,,,"ACT",11/17/2025 10:07:00 AM,,11040.00,"2025",,,,953400,,,,11/17/2025 10:07:00 AM,,,,,11/29/2025 3:13:34 PM,"11/17/2025",,,
"51 Saint James St","Boston, MA","02119",,6,"3f 0h",,,3104,,8715.00,1847,"MF",,,,26,725000.00,233.57,,,"A million dollar opportunity…This property features one of the largest oversized yards in the area. A rare opportunity in the high-growth Tommy’s Rock Neighborhood of Roxbury. Less than 1 mile from Northeastern and 1.5 miles from the South End’s Restaurant Row. This centrally located gem allows you to drive to Seaport in less than 15 minutes and is less than 1 mile away from both the Orange Line (Roxbury Crossing) and Nubian station. Surrounded by new construction, strong condo activity, and rising values, this location supports a range of possibilities: renovate into a refined single-family, revive it as a two-family, or explore multi-unit development. For further information about the property’s potential or this opportunity just ask. Showings at Open House ONLY. Do not walk property, it is currently occupied but will be delivered vacant. No warranties or guarantees. No plans approved; details available upon request.","Any executed offer is subject to court approval and is not binding until such approval has been obtained",,,,,"CN223845","Suffolk","AN8759","Saint James St",51,0,,,,,,,,0,3,,0,3,,,,"ACT",11/15/2025 1:00:00 AM,,10275.00,"2025",,,,887300,,,,11/15/2025 1:00:00 AM,,,,,,"11/15/2025",,,
"12 Hiawatha","Boston, MA","02126",,16,"6f 0h",,,4989,,7504.00,1905,"MF",,,,29,2220000.00,444.98,,,"Located at 12 Hiawatha, Boston, MA, this multi-family residence presents a unique opportunity to own a substantial property in this vibrant city. This building, constructed in 1905, holds immense potential. With a generous 4989 square feet of living area spread across four stories, the residence offers ample space for a variety of living arrangements. The 16 bedrooms provide comfortable accommodation, while the six full bathrooms ensure convenience for all occupants. The 7504 square feet lot area provides space and possibilities. This multi-family residence, steeped in history and brimming with potential, awaits your vision to transform it into a remarkable urban haven. From the moment you arrive, you'll feel the warmth, character, and pride of ownership that truly makes this property stand out. Truly, something you have to see with your own eyes. For private showings, please text listing agent.","",,,,,"CN235980","Suffolk","NB2388","Hiawatha",12,0,,,,,,,,0,0,,0,0,,,,"ACT",11/12/2025 9:50:00 PM,,11864.00,"2024",,,,1024500,,,,11/12/2025 9:50:00 PM,,,,,,"11/12/2025",,,
"136 Dana Avenue","Boston, MA","02136",,3,"2f 0h",,,1672,,10000.00,1910,"MF",,,,33,639900.00,382.72,,,"Discover this charming 1910 two-family duplex in the heart of Hyde Park, offering a perfect blend of classic character and modern potential. Nestled on an expansive 10,454 sq ft lot, this property provides ample outdoor space with room for gardening, recreation, or future enhancements— including the potential for an accessory dwelling unit (ADU) in the rear yard, subject to all applicable City of Boston zoning regulations, building codes, and approvals (buyer to verify eligibility and requirements under current ADU guidelines for owner-occupied 1-3 family homes).With generous off-street parking for up to 6 vehicles, convenience is key in this commuter-friendly neighborhood near public transit, shops, and parks. The top-floor unit features flexible open space that could be easily transformed into an additional bedroom. Ideal for multi-generational living, investment, or owner-occupancy. Property can be delivered vacant of occupants!! This is an as is sale.","This is an assignment of contract. Listing agent holds interest in the contract. Property sold as-is; buyer to verify all terms, perform due diligence, and assume all risks of assignment.",,,,,"CN259043","Suffolk","AN8051","Dana Avenue",136,0,,,,,,,,0,6,,0,6,,,,"ACT",11/8/2025 8:39:00 AM,,7609.00,"2025",,,,657100,,,,11/8/2025 8:39:00 AM,,,,,,"11/08/2025",,,
"99 Harrishof St","Boston, MA","02121",,11,"3f 0h",,,4560,,3862.00,1900,"MF",,,,35,1399000.00,306.80,,,"Highly sought after brick trophy building available now!  8% cap! This iconic, triple-wide brick 3-family blends historic craftsmanship with modern luxury in one of Roxbury’s most rapidly developing pockets. Each sprawling unit consisting of (1) 3 Bed & (2) 4 Beds is flooded with natural light, soaring ceilings, and sleek finishes. Gross rent earning potential upwards of $130K with upside to scale upwards to $165K w/ a 4th unit. The building is masterfully renovated with notable improvements such as repointed brick, brand new windows, updated plumbing, electrical, new furnaces, tankless water heaters, central air & much more! Designer kitchens feature granite, stainless appliances, and custom cabinetry. Marble-detailed grand entry, large hallways, with an extremely large basement with laundry, storage, and the ceiling height for a 4th unit! Turn-key investment with serious long-term upside. Ideal for investors or owner-occupants ready to scale their portfolio with a statement property.","",,,,,"CN211128","Suffolk","AN7064","Harrishof St",99,0,,,,,,,,0,0,,0,0,,"Frame, Brick",,"ACT",11/6/2025 11:50:00 AM,,10438.00,"2025",,,,901400,,,,11/6/2025 11:50:00 AM,,,,,,"11/06/2025",,,
"130 Minden St","Boston, MA","02130",,6,"3f 0h",,,2621,,3956.00,1900,"MF",,,,33,899999.00,343.38,,,"Delivered Vacant! Great Jamaica Plain Opportunity! Located near major hospitals, the Orange and Green Line T stations, shops, and local amenities, this property offers the perfect mix of convenience and long-term growth potential. Priced hundreds of thousands below comparable homes, offering instant equity at the closing table. With some updates and renovations, you can bring this property up to today’s tenant-ready standards and watch your investment grow. Unit 1 has 2 bedrooms and 1 bathroom. Unit 2 is townhouse style with 4 total bedrooms and 2 bathrooms. Separate structure in the back could be used as a 2 car garage, extra storage or ADU potential. DELIVERED VACANT****This property will not qualify for FHA financing.","****This property will not qualify for FHA financing.Private showings by appointment",,,,,"CN235613","Suffolk","AC0342","Minden St",130,0,,,,,,,,0,6,,0,8,,,,"ACT",11/20/2025 6:01:00 PM,,12267.00,"2025",,,,1059300,,,,12/1/2025 1:33:00 PM,,,,,,"11/05/2025",,,
"157-167 Delhi Street","Boston, MA","02126",,33,"18f 0h",,,15744,,30056.00,1930,"MF",,,,38,5700000.00,362.04,,,"The Delhi Apartments are comprised of three contiguous six-unit apartment buildings. The asset boasts an impressive $46,211 monthly rent roll ($554,528 annual) giving an investor a tremendous opportunity to acquire a stable, cash-flowing deal that has been professionally managed for over 15 years. The properties are comprised of (15) two bedroom/one bathroom units and (3) one bedroom/one bathroom units. Each building features separate gas fired boilers, central hot water, separate electric meters and coin-op washer & dryer. Significant improvements have been made to the units and buildings during the current ownership. Two separate driveways provide access to the parking lot in the rear of the property. The property is located less than 3/4 of a mile from the Morton Street rail station on the MBTA Commuter Rail, which provides easy access to North Station and downtown Boston.","",,,,,"CN212672","Suffolk","AN1252","Delhi Street",157,0,,,,,,,,0,18,,0,18,,"Frame",,"ACT",11/4/2025 11:44:00 AM,,30412.00,"2025",,,,2590600,,,,11/4/2025 11:44:00 AM,,,,,,"11/03/2025",,,
"59 Perrin","Boston, MA","02119",,3,"6f 3h",,,5435,,7971.00,2025,"MF",,,,38,2699999.00,496.78,,,"Amazing opportunity to Own New construction Multi family with such great proximity to downtown . Configured as 3 large attached townhouses , these units would be in high demand as units like these are far more scarce. Could also set up for a multi generational family buying opportunity . These units are brand new and the feel alot like a single family home . The lot is spacious so the building feels private and there is coveted off street parking for each unit . The layout features an open concept first floor with spacious kitchen . The second floor features two good sized bedrooms , dedicated Laundry and a full bathroom.the 3rd floor is the primary suite equipped with large ensuite baths and walk in closets . Opportunities like this are far and few between .","",,,,,"TM325586","Suffolk","AN4691","Perrin",59,3,,,,,,,,0,3,,0,3,,,,"ACT",11/3/2025 3:47:00 PM,,999.00,"2025",,,,999,,,,11/3/2025 3:47:00 PM,,,,,,"11/03/2025",,,
"755-759 Truman Highway","Boston, MA","02136",,7,"5f 0h",,,4380,,10420.00,1940,"MF",,,,49,2000000.00,456.62,,,"Exceptional 5-Unit Investment Opportunity in Hyde Park! Rarely available, fully occupied 5-unit building in the heart of Hyde Park. The property features a spacious 3-bedroom, 2-bath duplex unit and four well-designed 1-bedroom apartments with open layouts, oversized bedrooms, and generous kitchen spaces. Strong rental history and great cash flow make this an ideal opportunity for a 1031 exchange or a long-term investment hold. Conveniently located near shops, restaurants, and public transit—this is a turnkey asset in a growing neighborhood.","",,,,,"TM322528","Suffolk","AN1518","Truman Highway",755,0,,,,,,,,0,6,,0,6,,,,"ACT",10/23/2025 2:11:00 PM,,14206.34,"2025",,,,1226800,,,,10/23/2025 2:11:00 PM,,,,,,"10/23/2025",,,
"167 Lexington St U:167","Boston, MA","02128","1642",7,"3f 0h",,,2901,,2518.00,1920,"MF",,,,49,1675000.00,577.39,,,"Nestled in the heart of East Boston’s desirable Eagle Hill neighborhood, this fully renovated 4-story, 3-unit condominium building blends timeless character with contemporary design and high-end craftsmanship. Each residence showcases premium finishes, private outdoor space, and thoughtfully planned layouts that reflect modern urban living. Located minutes from the waterfront, parks, restaurants, and public transit, the property offers both convenience and community appeal. Whether you’re seeking a high-performing investment property or a turnkey owner-occupied residence, 167 Lexington Street delivers a rare combination of value, luxury, and location in one of East Boston’s fastest-growing neighborhoods.","",,,,,"CN260970","Suffolk","AN4191","Lexington St",167,0,,,,,,,,0,0,,0,0,,,,"ACT",11/17/2025 11:34:00 AM,,0.00,"2025",,,,0,,,,10/23/2025 11:08:00 AM,,,,,,"10/23/2025",,,
"280 Lexington","Boston, MA","02128",,8,"3f 0h",,,2464,,2500.00,1900,"MF",,,,56,999900.00,405.80,,,"Incredible Investiment Opportunity in one of Boston's most desirable neighborhoods!! 3 spacious inits perfect for owner occupant or investors. Well maintained property with strong rental potential, separate utilities for each unit. Ideal for generating rental income or future condo conversion. Big yard, finished basement.","",,,,,"CN210980","Suffolk","AN1378","Lexington",280,0,,,,,,,,0,0,,0,0,,,,"ACT",11/13/2025 10:14:00 AM,,10355.00,"2025",,,,894200,,,,10/16/2025 9:08:00 PM,,,,,,"10/16/2025",,,
