"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"16 Amberwood Ct U:16","Bourne, MA","02532",,2,"3f 1h",,,3045,,,2012,"CC",,,,79,799000.00,262.40,,,"Inviting, spacious & comfortable across 3 finished floors describes this 'Cranberry' end unit at beautiful Brookside as one of the few w/ a 2nd Garage Detached & offers the ease of one floor living & plenty of room for family & guests ! 2 expansive decks overlook the 16th green of the Brookside Golf Course w/ sunset views from the elevated private feel setting. A vaulted ceiling living room & first floor ensuite bedroom have slider doors to the upper deck & a finished lower level w/ slider door to ground level decking w/ an established hydrangea border has a full bath & 2 rooms for flexibility of use + storage. Sparkling wood floors greet you at the foyer & flow forward through the open layout to the beautiful view. 2nd floor has a bedroom, full bath & spacious loft. Off the foyer is a well appointed kitchen w/ views & central island, 1/2 bath, laundry closet, attached garage access & the sweet front porch, completing this rare opportunity for a newer build in this vibrant community ~","At time of Closing, Buyer to pay 2 months, non-refundable HOA dues to the working capitol reserve account. Information herein has been obtained via public records deemed reliable but not guaranteed. Please provide Buyer signed Barnstable Wastewater Disclosure, proof of funds or lender qualification letter with an Offer. See Seller Signed MA Mandatory Home Inspection Disclosure in Documents.",,,,,"A8001409","Barnstable","AN7131","Amberwood Ct",16,1,"Central Air",,,,,"Forced Air",2,3,,1,0,0,,,,"ACT",9/23/2025 10:51:00 AM,,5595.00,"2025",,,,716400,,,,10/14/2025 2:19:00 PM,,,,,,"09/23/2025",,,
"96 Eaton Ln U:96","Brewster, MA","02631",,2,"2f 0h",,,948,,,1986,"CC",,,,15,399000.00,420.89,,,"Lovely street-level end-unit condominium overlooking the 2nd fairway of Ocean Edge Golf Course, with access to golf, pools, and tennis through additional membership. This convenient one-floor layout features an open floor plan with a kitchen including stack washer/dryer, flowing into the living room with sliding glass doors to a private patio—perfect for enjoying the beautiful sunsets. The primary bedroom includes its own full bath with a newly installed easy access shower designed for comfort. A second bedroom sits adjacent to the main full bath. An exterior storage area provides ideal space for outdoor furniture and grills. A versatile property suited for first, second or investment buyers—start creating your own Cape Cod memories for years to come!","Information herein is deemed reliable but not guaranteed.  Buyers and Buyer's agent to perform their own due diligence.",,,,,"A9501175","Barnstable","AN6523","Eaton Ln",96,0,"Wall AC",,,,,"Electric",0,2,,2,0,0,,,,"ACT",11/26/2025 2:38:00 PM,,2669.00,"2025",,,,387900,,,,11/26/2025 2:46:00 PM,,,,,,"11/26/2025",,,
"52 Eaton Lane U:52","Brewster, MA","02631","3021",2,"2f 0h",,,935,,,1986,"CC",,,,34,410000.00,438.50,,,"Experience all that Ocean Edge has to offer in this turnkey condo that is being sold FULLY FURNISHED - perfect for your Cape getaways, as an investment property, or as a year-round residence. Located on the upper level with a view of the second tee from the covered rear deck, this surprisingly spacious unit features a cathedral-ceiling living room, a master bedroom with private bath, one additional bedroom, a second full bath, and in-unit laundry. Fabulous location in Eaton Village, less than half a mile from the golf clubhouse, Linx restaurant, and the Arbor and Fletcher pools, and only two miles from the beach. Worry-free Cape Cod living at its best!","Please include strong preapproval or proof of funds, signed home inspection disclosure form, and requested buyer agent compensation (if any) with all offers. Home inspection form is attached to MLS listing.",,,,,"BB805148","Barnstable","AN8028","Eaton Lane",52,0,"Wall AC",,,,,"Electric Baseboard",0,2,,2,0,0,,,,"ACT",11/7/2025 12:28:00 PM,,2568.00,"2025",,,,373300,,,,11/7/2025 12:28:00 PM,,,,,,"11/07/2025",,,
"78 Eaton Ln U:78","Brewster, MA","02631","3021",2,"2f 0h",,,935,,,1986,"CC",,,,36,399900.00,427.70,,,"Welcome to your serene second-level garden condominium, where modern elegance meets comfort. This stunning 2-bedroom, 2-bathroom home boasts an upgraded kitchen featuring sleek quartz countertops and abundant counter space, perfect for culinary enthusiasts. Enjoy the airy open-concept layout, accentuated by vaulted ceilings and beautiful hardwood flooring and new carpeting. Step outside to your private balcony, ideal for morning coffee or evening relaxation. Convenience is key with in-unit laundry and ample parking available. The professionally landscaped grounds create a tranquil setting, while residents can indulge in nearby golf course, tennis courts, and sparkling swimming pools—available for an additional membership fee. Experience the perfect blend of luxury and leisure in this delightful condominium, ready for you to call home!","",,,,,"CN226751","Barnstable","AN7845","Eaton Ln",78,0,"Wall AC",,,,,"Electric",0,2,,2,0,0,,,"Frame","ACT",11/5/2025 4:55:00 PM,,2404.00,"2025",,,,349400,,,,11/5/2025 7:03:00 PM,,,"Cable Available",,,"11/05/2025",,,
"42 Landing Ln U:42","Brewster, MA","02631","1419",2,"2f 0h",,,1515,,,1973,"CC",,,,56,630000.00,415.84,,,"Sea Pines Condominiums! Association amenities in this well-run condo complex are included in the condo fee: beautiful outdoor pool, clubhouse with small exercise room, meeting room, new tennis and pickle ball courts, playground, and a stunning 1100' private assoc. beach on Cape Cod Bay where you can moor a boat and keep a kayak! Gradual path to the beach too! Near bike trail, shopping, and restaurants. This unit is very private, yet conveniently close to the association pool and clubhouse! Needs updating.  This unit offers a first-floor primary bedroom with walk up loft storage. First floor laundry and private patio. Additional features include a detached garage.HUD Home. Sold ''AS IS'' by electronic bid only. Property available 10/16/25. ONLINE BIDDING period to 11:59:59 PM , central time; then daily until sold. FHA 251-349042 Insured, Eligible for FHA, FHA 203K, Cash or Conv. Buyer to verify all info. Equal Housing Opportunity. make an appointment to view with an agent of your choice","Real estate selling agents (agent for buyer) get $500 for every HUD home purchased with an FHA Rehab Loan. HUD WILL NOT REPLACE OR REPAIR ANY ISSUES. SMOKE CERTIFICATE AND FINAL WATER READING ARE BUYERS/BUYER AGENT RESPONSIBILITY. IT IS RECOMMENDED THE BUYER OR THE BUYER'S LAWYER /AGENT PERFORM DUE DILIGENCE ON BEHALF OF THE BUYER // LISTED AS ''IE'' (Escrow $1.00). ELIGIBLE BIDDERS SUBMIT BIDS FROM 10/16/25 AND DUE BY 11;59 PM, CST, THEN DAILY UNTIL SOLD.SELLER PREFERS HUD HOMES SOLD BY ELECTRONIC BID ONLY.",,,,,"TEAM0158","Barnstable","A95280","Landing Ln",42,0,"Window AC",,,,,"Electric Baseboard, Electric",1,2,,1,0,0,,,"Frame","ACT",12/1/2025 1:51:00 PM,,4643.00,"2025",,,,674800,,,,10/16/2025 2:53:00 AM,,,"Walk-up Attic",,,"10/16/2025",,,
"60 Fletcher Ln U:H","Brewster, MA","02631",,1,"1f 0h",,,579,,,1987,"CC",,,,120,244900.00,422.97,,,"Live the Cape Cod dream at 60-H Fletcher Lane! This sunny 1-bedroom end unit in Ocean Edge is all about location and lifestyle—steps to pools, fitness, and golf. Enjoy morning coffee or sunset cocktails on your private garden-level patio overlooking the fairway. Inside, fresh paint, new stainless appliances, new kitchen counters, new carpet in livingroom and easy-care new laminate floors create a breezy, move-in-ready vibe. Sliders from both the livingroom and bedroom invite the outdoors in. With new windows, sliders, and recent exterior upgrades, you can relax knowing the big work is done. Perfect as a year-round retreat, weekend escape, or proven rental—this is Brewster’s best value in resort living.","Owner has never occupied the unit and makes no representations or warranties. Per condo docs 1 dog 10 lbs & under is allowed. Ocean edge has ROFR. Membership is not required, however a membership is required if buyer wants to use additional amenities, pool golf course Pickleball/tennis court etc.. Unit is lower level with walk out patio. The Monthly fee $510 total INCLUDES the special assessment of $147 schedule for the exterior renovations. Special assessment increases one time on 1/1/2026 by $80. Association will review every 10 years with “possible” refinance to reduce amounts.",,,,,"CN227461","Barnstable","AN8165","Fletcher Ln",60,0,"None",,,,,"Electric",0,3,,3,0,0,,,,"ACT",11/6/2025 8:57:00 AM,,1742.00,"2025",,,,253200,,,,8/13/2025 11:22:00 PM,,,,,,"08/13/2025",,,
"109 Misty Meadow Ln U:4","Chatham, MA","02650",,2,"1f 0h",,,869,,0.00,1963,"CC",,,,69,475000.00,546.61,,,"Tucked away on a quiet street in the heart of North Chatham, this charming second-floor condominium offers an exceptional opportunity to own in one of the Cape's most coveted locations. Whether you're seeking a seasonal retreat, an investment property, or a smart entry into the Chatham market, this residence delivers a perfect blend of convenience, charm, and value. Filled with natural light, the home's warm and welcoming interiors feature gleaming hardwood floors, a cozy wood-burning fireplace, and an updated kitchen and bath with fine granite countertops. Enjoy your morning coffee by the oversized picture window, where the tranquil setting invites birds, butterflies, and the peaceful hum of nature. A small shared balcony provides a breath of fresh air, while the private laundry and additional basement storage enhance everyday convenience. Perfectly situated with walkable access to coffee shops, restaurants, and Chatham's charming village, this is effortless Cape Cod living at its fin","",,,,,"TM359164","Barnstable","AN6519","Misty Meadow Ln",109,0,"Window AC",,,,,"Electric Baseboard",1,2,,1,0,0,,,,"ACT",10/7/2025 2:32:00 PM,,1594.00,"2025",,,,459500,,,,10/8/2025 8:39:00 AM,,,,,,"10/03/2025",,,
"109 Misty Meadow Ln U:2","Chatham, MA","02650",,1,"1f 0h",,,696,,0.00,1963,"CC",,,,69,399000.00,573.28,,,"Set in the desirable Misty Meadow neighborhood, 109 Misty Meadow Unit 2 offers an ideal gateway to the Chatham lifestyle. This second-floor 1-bedroom, 1-bathroom condominium is a rare find, blending convenience, charm, and investment potential. Whether you're seeking a turnkey rental, seasonal getaway, or an easy-care year-round home, this residence delivers on every front. Inside, the unit is bright and well-maintained, featuring a comfortable living space and a thoughtfully designed kitchen. Large windows bring in natural light, while the functional layout ensures effortless living. A private garage and extra storage add to the property's appeal—rare amenities in this sought-after market. Located just moments from Chatham's charming Main Street, coffee shops, restaurants, and pristine beaches, this home is a perfect launchpad for everything Cape Cod has to offer. With strong rental demand and a price point that makes Chatham ownership attainable, this is an opportunity not to miss","",,,,,"TM359164","Barnstable","AN6519","Misty Meadow Ln",109,0,"None",,,,,"Electric Baseboard",1,2,,1,0,0,,,,"ACT",10/7/2025 2:27:00 PM,,1430.00,"2025",,,,412100,,,,10/8/2025 8:41:00 AM,,,,,,"10/03/2025",,,
"425 Main Street U:D","Chatham, MA","02633",,1,"1f 0h",,,578,,0.00,1997,"CC",,,,65,495000.00,856.40,,,"Nestled above Bumbula “It’s All About Me,” Unit D at 425 Main Street offers a rare blend of privacy, comfort, and true in-town living. One of only two residences on the second floor, it features a discreet private entrance and an open, light-filled layout with recent upgrades, including luxury vinyl flooring and refreshed finishes. The well-appointed kitchen flows into a spacious living and dining area, while the flexible bedroom provides generous storage and year-round functionality. Additional conveniences include a dedicated parking space behind the building and membership in a small, owner-managed four-unit HOA with low fees. Set in the heart of Chatham’s iconic Main Street district, the property offers unmatched walkability to shops, dining, beaches, and year-round attractions. With a low tax rate, strong seasonal economy, and limited inventory, this turnkey unit presents a rare opportunity to secure a refined home in one of New England’s most desirable coastal towns.","",,,,,"TM359164","Barnstable","AN6519","Main Street",425,0,"None",,,,,"Electric Baseboard",0,1,,1,0,0,,,,"ACT",10/7/2025 2:21:00 PM,,1373.00,"2025",,,,395700,,,,12/9/2025 2:29:00 PM,,,,,,"10/07/2025",,,
"26 Carnoustie Rd U:26","Bourne, MA","02532",,2,"2f 1h",,,1790,,164657.00,2005,"CC",,,,106,585000.00,326.82,,,"Charming Driftwood style end unit in the highly sought after Villages of Brookside! Enjoy the ease of 1st floor living in this light filled condo featuring an open concept layout, gas fireplace & a dedicated dining area perfect for entertaining. The kitchen features quartz countertops, breakfast bar & a walk-in pantry with laundry. Relax in the sunroom that opens to a spacious deck overlooking a private backyard, ideal for outdoor living. The 1st floor primary ensuite includes a walk-in closet & full private bath, offering comfort and convenience. Upstairs, you'll find a second bedroom, full hall bath & a versatile loft area, perfect for a home office or additional living space. Ample walk-in storage adds practicality, while the bonus finished walkout lower level provides even more room for hobbies, guests, or recreation. Additional features include gas heat, central air, with access to the association pool and community amenities, everything you need to enjoy the Cape Cod lifestyle.","At time of closing, Buyer to pay two months, nonrefundable, HOA fees to the working capital reserve account.",,,,,"CT003267","Barnstable","A95627","Carnoustie Rd",26,1,"Central Air",,,,,"Forced Air",1,3,,2,0,0,,,,"ACT",9/27/2025 8:01:00 AM,,4595.00,"2025",,,,588400,,,,8/27/2025 12:52:00 PM,,,,,,"08/27/2025",,,
"262 Old Wharf Rd U:87","Dennis, MA","02639",,2,"1f 0h",,,768,,,2019,"CC",,,,42,569000.00,740.89,,,"Salt Air Village is a charming condominium cottage community located in the heart of Dennis Port on Cape Cod. This well-loved seasonal enclave features 118 cottages, each offering that classic Cape feel with a sense of community and relaxation.Cottage #87 is a standout. The original structure was removed in 2019, and a brand-new, beautifully designed cottage was built in its place. Perfectly situated on one of the largest lots in the village, this home offers two bedrooms, one full bathroom & a spacious loft for overflow. The open floor plan creates a bright, airy living space ideal for summer gatherings. Step outside to a large covered patio & a large outdoor shower. The patio extends into the generous yard, where you'll find ample space for outdoor dining, lounging, & entertaining around the fire pit. Additional highlights include a durable metal roof with a 40-year guarantee & heavy 30lb felt underlayment, full spray foam insulation for energy efficiency. 2 minutes to sandy beach.","Call or text Sue for all showings.  Buyers agents must accompany buyers to all showings. Call Sue for all showings.  Cameras are both audio and video. Salt Air Village is a seasonal condo community. The source of all representations are from seller or public source; the realtor has not verified the same and no guarantee is made or implied. It is recommended that the buyer, buyer's agent, and/or buyer's attorney independently verify all information.",,,,,"E9500749","Barnstable","AN7150","Old Wharf Rd",262,0,"None, Other (See Remarks)",,,,,"None",0,2,,2,0,0,,,,"ACT",10/30/2025 7:05:00 PM,,3090.00,"2025",,,,713700,,,,10/30/2025 7:16:00 PM,,,,,,"10/30/2025",,,
