"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"33 Madison Ave U:1","Cambridge, MA","02140",,2,"1f 1h",725000.00,"06/08/2021",948,,,1924,"CC",,,,21,725000.00,764.77,,,"Stunning, Spacious, & Modern - this 2 Bed, 1.5 Bath Condo with Parking Has it All! The open floor plan living room flows into the dining area with a half bath - perfect for entertaining or quiet relaxation. Enjoy cooking in the beautiful kitchen, equipped with stainless-steel appliances, a great gas range, and large pantry. Unwind in the master bedroom with views of the backyard. The unit features hardwood floors, ample closet space, and windows throughout that drench the unit with natural light. Enjoy breakfasts or evening beverages while outdoors on the rear deck & backyard. Exclusive washer/dryer, large deeded storage space in the basement, and pet-friendly building round out the many amenities. Conveniently located to Route 2 and within walking distance or easy public transportation to Porter, Davis and Harvard Squares, Alewife, Fresh Pond, Whole Foods, Trader Joe's, shopping, and some of the most delicious restaurants the city has to offer. This unit is truly a gem!!!","",,"AN6199","AN6181","TM337193","BB900860","Middlesex","AN6200","Madison Ave",33,1,"Central Air",,,,,"Central Heat",0,1,,1,0,0,,,,"SLD",6/10/2021 9:09:00 PM,"Pending P&S",3667.95,"2021",,,,627000,,,,4/15/2021 6:07:00 PM,,,,,,"04/15/2021","05/05/2021","04/20/2021","05/05/2021"
"28 Fairmont Ave U:2","Cambridge, MA","02139","4423",3,"2f 0h",1020000.00,"06/01/2021",1166,,,1920,"CC",,,,5,920000.00,874.79,,,"Relax this summer on your private deck perfect for social distancing or work from home in this high quality renovation with plenty of room for everyone. Open plan 2nd floor living room, dining, high-end kitchen, granite counters & stainless appliances, 1 bedroom (or home office) and full bathroom. The 3rd level offers 2 additional bedrooms, another full bathroom and laundry. Beautiful hardwood floors, all new plumbing, electric, windows, private basement storage room, High Efficiency furnace & foam insulation. All this in close proximity to the Charles River, Magazine Beach, Wholefoods and Central Sq.'s great shops & restaurants, MBTA Red Line station and bus to Harvard Sq/Boston. ** Contact sign in and Signing of COVID-19 Safety Disclosure required.**","Offers due 4/20 12PM Allow 24hrs for review No escalation clauses Email offer documents in one pdf to david.lenoir@cbrealty.com Please bring masks, gloves & shoe covers and dispose off site Condo docs and budget are in draft Current condo fee is estimated Taxes reflect building before conversion",,"BB6566","BB6566","TM320683","CT004169","Middlesex","AN6189","Fairmont Ave",28,0,"Heat Pump",,,,,"Central Heat, Hot Water Radiators, Heat Pump, Gas, Electric",0,1,,1,0,0,,,,"SLD",6/1/2021 6:53:00 PM,,6566.00,"2021",,,,1122400,,,,4/16/2021 8:54:00 AM,,,,,,"04/15/2021","04/20/2021","04/20/2021",
"2456 Massachusetts Ave U:104","Cambridge, MA","02140",,1,"1f 0h",540000.00,"06/01/2021",526,,,1990,"CC",,,,13,520000.00,1026.62,,,"Luxury and Convenience on North Cambridge/Somerville Line! Located in a modern professionally-managed building, this sunny updated one-bed hits all the marks: CENTRAL AIR, DEEDED GARAGE PARKING, IN-UNIT LAUNDRY, and Location! This home features a fully equipped kitchen with granite counters and newer appliances, a pass-through to the living/dining area and a spacious bedroom with walk-in closet. Built-in desks and bookcases make work-at-home a breeze. Take a sun or meal break on the common patio across the hall! With the Minuteman/Somerville Community Bike Path and 77 Bus to Porter and Harvard Squares right outside your door, and Fresh Pond Shopping Center, Routes 2, 3 and 16 minutes away---you can get there from here! A wall-mounted flat screen TV, bicycle room, and private storage complete the package. Perfect for owner-occupant, investor or as a pied-a-terre. Currently Rented for $2,300/Month--will be delivered vacant. RE Taxes shown are without 2021 Residential Exemption of $2,531","OH Sat/Sun 12:00-1:30, Mon 5:30-6:30PM. Offers due 4/20 Tues Noon. Seller reserves right to accept offer at any time. Please send single PDF to amelie.cheng@compass.com.",,"AN3022","AN3022","CT005873","TM334278","Middlesex","AN2606","Massachusetts Ave",2456,0,"Central Air, Unit Control",,,,,"Forced Air, Electric",1,1,,0,0,0,,,"Brick","SLD",6/2/2021 6:07:00 PM,"Pending P&S",2652.35,"2021",,,,443100,,,,4/15/2021 3:34:00 PM,,,,,,"04/15/2021","04/26/2021","04/20/2021","05/03/2021"
"2192 Massachusetts Ave U:3-3","Cambridge, MA","02140","1836",2,"1f 0h",645000.00,"05/28/2021",693,,,1973,"CC",,,,20,599900.00,930.74,,,"DEEDED PARKING!!  Excellent Location Less than ½ Mile to Both Davis and Porter Squares and the Red Line T!  This Penthouse Corner Unit Offers Two Bedrooms and One Bath With an Abundance of Natural Light and is Located in the Heart of Everything…Restaurants, All the Grocery Stores, Danahey Park and Easy Access to Route 2 and 93!  The Flowing Layout has been Well Maintained with Spacious Living Areas, Newly Finished Hardwood Floors, Updated Kitchen/Bath, Entire Unit is Freshly Painted, All New Interior Doors, Updated Electrical Panel and Recess Lighting!  This Building Offers a Laundry Room and is Professionally Managed!  The Very Reasonable Condo Fee Includes Heat and Hot Water!  Take Advantage of All that Cambridge has to Offer including Residential Property Tax Exemptions!  Don’t Wait to Call this Your New HOME!","All Offers are Due by Monday April 19th at 3:00 PMwebsite for listing 2192MassachusettsAve33.C21.com",,"AN4873","AN6527","TM317488","NB113575","Middlesex","AN4352","Massachusetts Ave",2192,0,"Window AC",,,,,"Hot Water Baseboard",0,1,,1,0,0,,,"Brick","SLD",6/2/2021 8:00:00 AM,"Pending P&S",2563.00,"2021",,,,438200,,,,4/14/2021 7:44:00 PM,,,"Intercom",,,"04/14/2021","05/03/2021","04/20/2021","05/03/2021"
"4 Highland Park U:1","Cambridge, MA","02139",,4,"3f 0h",1550000.00,"06/10/2021",1556,,3400.00,1903,"CC",,,,6,1375000.00,996.14,,,"Nestled on a quiet street between Harvard & Inman Sq., this home offers the perfect blend of charm & contemporary sophistication. A recent complete restoration features quality materials, lighting  fixtures & craftsmanship. The Philadelphia style floor plan includes 4 bedrooms and 3 full baths, providing privacy for owners and guests alike, in addition to open space for entertaining. All bathrooms include radiant floor heat, elegant stone walls & Grohe fixtures. The chef’s kitchen boasts granite countertops & Bosch appliances. The primary suite, on the upper level, has 2 full closets & en suite bathroom, w/ both a walk-in rain-head shower & large tub. A  laundry room adjoins a semi-finished basement with separate entry, providing space for exercise, office, workshop, storage. The private yard includes perennial plantings, brick patio & covered back porch. Easy on-street parking and 5 minute walk to Cambridge’s best shops and dining.","",,"NB3534","NB3534","cn225117","BB302460","Middlesex","AN3337","Highland Park",4,0,"Central Air",,,,,"Gas",0,0,,0,0,0,,,"Frame","SLD",6/11/2021 10:24:00 AM,,7320.10,"2021",,,,1251300,,,,4/14/2021 11:56:00 AM,,,"Cable Available",,,"04/14/2021","04/19/2021","04/19/2021",
"103 Fayerweather U:2","Cambridge, MA","02138",,2,"1f 0h",695000.00,"05/24/2021",1200,,,1903,"CC",,,,21,715000.00,579.17,,,"Welcome home to this spacious two bed, one bath condo, on a quiet one-way street in the heart of Huron Village. The entry leads to an expansive open living area with hardwood floors, high ceilings & ample space for relaxing & dining. An enclosed front porch is a perfect place for a reading room, or office. The oversized kitchen is a blank canvas just waiting to be filled with your great ideas!  An almost 100 sq. ft private deck extends the living space, a perfect place to entertain guests & watch the sun rise and set .There are two bedrooms which are separate from the living space creating privacy when you need it. 1 exclusive use parking space, storage in basement. This West Cambridge location is the sweet Spot Between the City & the Suburbs. Wonderful shops, restaurants and amenities are at your doorstep, enjoy the trails at Fresh pond reservation and Formaggio Kitchens weekend sidewalk barbecues! Just over one mile to Harvard Sq. and a 5 minute walk to the bus stop.","",,"AN2606","AN2383","TM325201","TM325201","Middlesex","AN2606","Fayerweather",103,0,"Window AC",,,,,"Central Heat, Forced Air, Gas",0,1,,1,0,0,,,"Frame","SLD",5/26/2021 7:43:00 PM,"Inspection",1690.00,"2021",,,,716000,,,,4/16/2021 12:04:00 AM,,,,,,"04/15/2021","05/05/2021","04/21/2021","05/05/2021"
"1 Earhart Street U:710","Cambridge, MA","02141",,1,"1f 1h",825000.00,"05/27/2021",1039,,1039.00,2006,"CC",,,,33,839000.00,794.03,,,"LUXURY & MODERN LIVING LIFESTYLE at CX CAMBRIDGE CROSSING (NorthPoint Park) ""Sierra+Tango Condominium”. ---Rare Opportunity to own this LARGER LOFT DUPLEX FLOOR PLAN 1,039 Sqft 1 Bedroom + Office/Den 1.5 Bath PENTHOUSE LEVEL on TOP TWO FLOORS (7th & 8th Floor) of the Building with 1 OFF-STREET PARKING. ---Spacious LOFT STYLE 2 LEVELS Dramatic Floor Plan with High Ceilings. MASTER BEDROOM with LARGE CUSTOM WALK-IN CLOSET. Facing NORTH ON PARK SIDE with Views of NorthPoint Park Greenery & Cambridge Crossing. 2-ZONE CENTRAL AC/HEAT, In-Unit UPGRADED WASHER/DRYER, Dramatic FLOOR-TO-CEILING WINDOWS, Bamboo Floor on 1st LEVEL, Carpet on 2nd LEVEL. ---MONTHLY CONDO FEE INCLUDES: Water, Hot water, Heat/AC, On-Site Management M-F, GUEST PARKING & 24HRS CONCIERGE. ---Lechmere T Station GREEN LINE right in front, Galleria Mall, Shops, Restaurants, Minutes to Logan Airport, Major Highway Access & more. ---TransitScore Rated 77/100 “EXCELLENT TRANSIT” ---BikeScore Rated 98/100 “BIKER’S PARADISE”.","---NO-SMOKING BUILDING. New Residents to complete MANDATORY ORIENTATION & Pay $300 ONE-TIME MOVE IN/OUT FEE to Mgmnt PRIOR TO move-in date. ---Buyers to pay 2 Months Condo Fee at Closing TO MGMNT. ---$858 Monthly Condo Fee= $758(Common)+$100(Parking). ---Tax is WITHOUT Exemptions/Deferrals/Abatement",,"BB3875","BB3875","CN203454","TEAM0240","Middlesex","AN1593","Earhart Street",1,1,"Central Air, Heat Pump, Individual, Unit Control",,,,,"Central Heat, Heat Pump, Gas, Individual, Unit Control",0,1,,1,0,0,,,"Stone/Concrete","SLD",6/8/2021 5:18:00 PM,,5049.14,"2021",,,,863100,,,,4/15/2021 12:25:00 AM,,,"Cable Available, Internet Available - Broadband, Internet Available - DSL",,,"04/15/2021","05/06/2021","05/06/2021",
"5 Haskell St U:35","Cambridge, MA","02140","1834",1,"1f 0h",400000.00,"05/25/2021",390,,,1927,"CC",,,,12,399000.00,1025.64,,,"Terrific one bedroom in prime North Cambridge location across from Pemberton Farms Marketplace. Well-maintained, southwest-facing corner unit feels spacious with high ceilings & lots of natural light. Freshly painted, it features beautiful hardwood floors & multiple windows with cordless retractable shades. Sunny, 16x10 living area with two good closets has room for seating, dining, or work/school from home space. Updated, galley kitchen with gas cooking functions well with generous counters & ample maple cabinets while the separate bedroom with two windows maximizes space via handy built-in cabinets. Pet friendly, professionally managed, elevator building with basement laundry & bike storage. Less than .5 mile to Davis & Porter Squares, Red Line subway & commuter rail with easy access to the Minuteman Bike Path & Route 2. Tennis courts & public library nearby. Condo fee includes heat & hot water. Ideal for owner occupants, investors, or dorm alternative for students. Open Sun 4/18 2-4","",,"AN6197","AN6197","NB110155","CT000330","Middlesex","AN4638","Haskell St",5,0,"Window AC",,,,,"Central Heat, Hot Water Radiators, Steam",0,0,,0,0,0,,,,"SLD",5/25/2021 11:28:00 AM,"Pending P&S",2067.00,"2021",,,,353400,,,,4/14/2021 7:00:00 AM,,,"Cable Available",,,"04/14/2021","04/26/2021","04/19/2021","05/07/2021"
"4 Arlington Street U:12","Cambridge, MA","02140",,0,"1f 0h",360000.00,"05/26/2021",303,,,1904,"CC",,,,14,369900.00,1188.12,,,"Golden opportunity for an investor, this property is currently rented and would be equally suited to continue as a rental in its vibrant location or earmark it as a future primary residence, or pied-à-terre alike. Location! Location!! Location!!! Between Harvard & Porter Squares, this Avon Hill studio nestled on a quiet tree-lined street right off Mass Ave has garden views. This comfortably sized unit is filled with natural light. The kitchen is thoughtfully planned with plenty of cabinets, granite countertops, refrigerator, and a 4-burner electric range. The modern bathroom is an oasis with a full-size tub and great tiling throughout. The large closet and open plan invite your ideas...options abound in this great space! Nonsmoking, pet-friendly, professionally managed building with common laundry facility. Steps away from the Red Line and Commuter Rail. Ample street parking, proximity to shops, grocery stores, nightlife, and restaurants.","",,"H11111","H11111","H1111111","BB900860","Middlesex","AN6200","Arlington Street",4,0,"Window AC",,,,,"Hot Water Radiators",0,0,,0,0,0,,,"Brick","SLD",5/26/2021 8:38:00 PM,"Pending P&S",1336.73,"2021",,,,228500,,,,4/8/2021 7:04:00 PM,,,,,,"04/08/2021","04/22/2021","04/14/2021","04/28/2021"
"2 Earhart Street U:503","Cambridge, MA","02141",,2,"1f 0h",980000.00,"05/27/2021",951,,951.00,2006,"CC",,,,35,979000.00,1030.49,,,"LUXURY & MODERN LIVING LIFESTYLE at CX CAMBRIDGE CROSSING (NorthPoint Park) ""Sierra+Tango Condominium” ---Rarely available a Beautiful 2-BEDROOM CORNER UNIT 1-BATH FLAT on 5th Floor. HIGH CEILING with UNOBSTRUCTED PARK VIEWS 2 Exposures NORTHWEST FACING & 1 DEEDED “FULL SIZE” GARAGE SPACE located in the same Building. PLENTY OF LIGHT THROUGHOUT THE DAY. Surrounded by Beautiful Greenery & Views of NorthPoint Park/Charlestown from all rooms through all 9 GLASS “Floor-To-Ceiling” WINDOWS. ---OPEN FLOOR PLAN Living/Kitchen/Dining, HARDWOOD BAMBOO FLOOR throughout, CUSTOM KITCHEN ISLAND/PENINSULA, 3-Zone CENTRAL AC/HEAT, Washer/Dryer in Unit. ---MONTHLY CONDO FEE INCLUDES: Water, Hot water, Heat/AC, On-Site Management M-F, GUEST PARKING & 24HRS CONCIERGE. ---Lechmere T Station GREEN LINE right in front, Galleria Mall, Shops, Restaurants, Minutes to Logan Airport, Major Highway Access & more. ---TransitScore Rated 77/100 “EXCELLENT TRANSIT” ---BikeScore Rated 98/100 “BIKER’S PARADISE”.","---NO-SMOKING BUILDING. New Residents to complete MANDATORY ORIENTATION & Pay $300 ONE-TIME MOVE IN/OUT FEE to Mgmnt PRIOR TO move-in date. ---Buyers to pay 2 Months Condo Fee at Closing TO MGMNT. ---$728 Monthly Condo Fee= $696(Common)+$32(Garage). ---Tax is WITHOUT Exemptions/Deferrals/Abatements.",,"AN6199","AN6181","TM337193","TEAM0240","Middlesex","AN1593","Earhart Street",2,0,"Central Air, Heat Pump, Individual, Unit Control",,,,,"Central Heat, Heat Pump, Gas, Individual, Unit Control",1,1,,0,0,0,,,"Stone/Concrete","SLD",6/8/2021 4:58:00 PM,"Pending P&S",4746.82,"2021",,,,790700,,,,4/16/2021 1:39:00 PM,,,"Cable Available, Internet Available - Broadband, Internet Available - DSL",,,"04/09/2021","05/05/2021","04/26/2021","05/13/2021"
"189 Richdale Ave U:B7","Cambridge, MA","02140",,3,"2f 1h",1005000.00,"05/13/2021",1374,,,1988,"CC",,,,7,860000.00,731.44,,,"Fabulous 2-level townhouse-style home in well-established association close to Porter and Davis! Spacious living with 3 bedrooms on the top floor, 2.5 baths, in-unit W/D, central A/C, and no lead (newly built 1988)! Enjoy both morning and afternoon light on two large private decks--sip coffee on one and enjoy an evening cocktail on the other! Best of all...two garage parking spaces so you'll never again have to move your car during a winter storm. The unit is freshly painted and move-in ready. Many updates including ""Azek"" decking (2018), refinished wood deck and oak floors (2021), washer/dryer (2019), HVAC condenser (2020), and heat pump (2009). Great location close to Porter Redline T (.5 mi), Bergin Pk & basketball/tennis courts (one block), Thistle & Shamrock (.2 mi), O'Neill Library (.3 mi), Raymond Pk (.2 mi), Danehy Pk (.2 mi), Fresh Pond Res & trails (.9 mi), Pemberton Mkt (.5 mi), Whole Foods/TJs (1 mi) & easy access to Rt 2, bike bath & Mass Ave MBTA buses at Walden. Pets OK!","OPEN HOUSES BY APPT. ONLY. Email or Text/call Nancy 617.953.7717. Email any offers in single PDF w/min. 24-hour expiration to nancy.kramer@nemoves.com. All visitors must follow Covid safety guidelines & sign CB Covid Discl. prior to entry.",,"AN6216","AN6181","CN215571","BB805770","Middlesex","AN6200","Richdale Ave",189,1,"Central Air, Heat Pump",,,,,"Forced Air, Heat Pump, Electric",2,4,,2,0,0,,,"Frame","SLD",5/13/2021 5:12:00 PM,,1957.82,"2021",,,,760500,,,,4/7/2021 12:45:00 PM,,,"Intercom",,,"04/07/2021","04/14/2021","04/14/2021",
"6 Hancock Pl U:2","Cambridge, MA","02139","2208",1,"1f 0h",505000.00,"06/01/2021",438,,,1873,"CC",,,,30,519000.00,1152.97,,,"Charming one bedroom condo located in the heart of Cambridge. This adorable 2nd-floor unit is tucked on a quiet lane in thriving Mid-Cambridge just blocks from numerous area amenities: restaurants, shopping, Harvard Square, Harvard university, the T, and less than a mile to MIT. The interior features high ceilings, hardwood flooring, recessed living room lighting, and clawfoot tub/shower. The modern eat-in kitchen includes butcher block counters with chic + sophisticated subway tile backsplash. Exclusive use of petite screened porch. Optimal space design and perfect flow within the unit. The rustic feeling of the archways tastefully complements the contemporary updates. Downstairs you'll find additional private storage and common laundry in the basement. The association is also pet friendly. This checks all boxes for a perfect pied-à-terre, rental alternative, or investment property. Don't miss this rare opportunity!!","",,"AN6192","AN6181","TM309563","TM309187","Middlesex","AN2606","Hancock Pl",6,0,"Window AC",,,,,"Hot Water Baseboard",0,0,,0,0,0,,,"Frame","SLD",6/3/2021 8:45:00 PM,"Pending P&S",2474.00,"2021",,,,422900,,,,4/7/2021 12:39:00 PM,,,,,,"04/07/2021","05/06/2021","04/22/2021","05/06/2021"
"20 Loomis Street U:2","Cambridge, MA","02138",,3,"2f 1h",946000.00,"05/20/2021",1789,,,2004,"CC",,,,6,879900.00,528.79,,,"Welcome to this beautifully appointed and spacious townhouse in desirable Cambridge location! Situated on a quiet side street and constructed in 2004, this condo offers gleaming hardwood floors, high ceilings & sunlit rooms throughout. Stylish kitchen with granite countertops, stainless-steel appliances, breakfast bar & gas cooking. Open concept living room/dining area complimented by a wall of windows & slider overlooking an expansive deck with treetop views & nicely landscaped grounds. Upstairs offers a master suite with full bath, walk-in closet & private balcony. Second bedroom & a third room ideal for nursery or office along with a full bath complete the 2nd floor. The spacious 3rd floor is ideal for a third bedroom or family room with built-ins & closets. Other features include central AC, laundry, basement storage, one car garage & off-street parking. In prime location with easy access to popular Fresh Pond, Alewife Station, bike path, major commuter routes, restaurants & shops!","Offers, if any, due Monday, April 12th by 12pm. Email in one attachment to meg.steere@commonmoves.com. Include seller's info statement which is attached on MLS. Sellers request Use & Occupancy period of up to 60 days after the closing.",,"AN1807","AN1807","CN216886","CT003632","Middlesex","AN4878","Loomis Street",20,1,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,"Frame","SLD",5/21/2021 9:03:00 AM,,6220.00,"2021",,,,1063300,,,,4/7/2021 9:00:00 AM,,,,,,"04/07/2021","04/13/2021","04/13/2021",
"37 High Street U:1","Cambridge, MA","02138",,2,"2f 0h",720000.00,"05/19/2021",1231,,,1896,"CC",,,,14,699000.00,584.89,,,"Welcome to Cambridge's Strawberry Hill - Home offers an excellent opportunity for buyers, developers or investors looking to bring their own personal touches to this large condo that has been in the same family for a few generations.   The current space offers 2 large bedrooms, high ceilings throughout living and dining area, eat-in- kitchen with a fantastic space to convert into a breakfast nook. Bonus deeded basement room that would be ideal for a home office or bonus storage; currently has a full bathroom too. Home is located just off Fresh Pond Reservation w/ Public Golf, Biking, Tennis, Trails and up the street from the newly built ""Missing Link"" to the Minuteman/Charles River Greenway Bikepath.   Offers reviewed when received and 48 hour response time needed.","Sold as is.",,"AN2213","AN2213","TM333652","TM342371","Middlesex","AN2606","High Street",37,0,"Window AC",,,,,"Hot Water Radiators, Gas",0,1,,1,0,0,,,"Frame","SLD",5/19/2021 6:03:00 PM,"Pending P&S",1462.11,"2021",,,,682600,,,,4/2/2021 9:50:00 AM,,,,,,"04/02/2021","04/13/2021","04/06/2021","04/27/2021"
"270 Windsor U:6","Cambridge, MA","02139",,2,"1f 0h",730000.00,"05/28/2021",829,,,1927,"CC",,,,17,699000.00,880.58,,,"Stunning Two Bedroom Penthouse with Central A/C and Natural Light. This Unique Condo has many architectural features and a Sparkling Country Kitchen with Attractive Cabinets, Built in Microwave, Dishwasher and Disposal. Spacious Formal Living Room. Bathroom has tile flooring. Recessed Lighting and Skylight. Freshly painted throughout in neutral colors. New In Unit Washer and Dryer. Large size Relaxing Deck. Enjoy the amazing unobstructed views of the Landscaping and Trees.  Sizeable private storage space in the basement. Pet friendly w/restrictions. Close proximity to MIT, Kendall Square, MBTA Red Line, great restaurants, shops, entertainment & the Charles River. Appointment required.","Masks must be worn. See attachments for additional information.  Tenant in unit w/ lease until September $2,550 per month, tenant pays utilities.  Any offers will be reviewed 6pm Mon March 29 but seller reserves the right to accept an offer sooner.",,"BB9013","BB2272","CN201402","BB800382","Middlesex","AN4884","Windsor",270,0,"Central Air",,,,,"Steam",0,0,,0,0,0,,,"Frame","SLD",6/2/2021 12:07:00 PM,"Pending P&S",3508.00,"2021",,,,599800,,,,3/31/2021 3:37:00 PM,,,"Cable Available, Intercom, Internet Available - Fiber-Optic",,,"03/28/2021","04/14/2021","04/03/2021","04/17/2021"
"24 Corey St U:402","Everett, MA","02149","2712",2,"2f 0h",455000.00,"05/25/2021",1319,,,1985,"CC",,,,63,475000.00,344.96,,,"Welcome to the “Seville Condominiums”!  When opportunity knocks don’t miss out to own one of  the “PENTHOUSE” units at the Seville. This lovely 2 level unit features cathedral ceilings, open floor plan and outdoor living with city views. First floor has fully applianced kitchen with Silestone counters, living/ dining area with slider to beautiful balcony, full tiled bath with stacked washer dryer. Spiral staircase leads you to the 2nd floor master bedroom en suite, featuring a jacuzzi tub and a large private deck. 2nd bedroom is spacious and on the main level.  3'x8' separate storage area. 1 car garage parking (#8) plus one car outdoor deeded space (#25).   Location is great! Close to Broadway, Major Bus Routes, Wellington T Station; Major Highways; Logan Airport; apps 1mile  from Encore Casino; shopping, restaurants and more!","EMAIL LISTING AGENT: JOYCE.D@JBARRETTREALTY.COM FOR SHOWINGS;  *COVID GUIDLINES WILL BE FOLLOWED/MASK AND SOCIAL DISTANCING MANDATORY!  THANK YOU.",,"BB5918","BB5918","BB815843","B7000029","Middlesex","AC2087","Corey St",24,0,"Central Air, Heat Pump",,,,,"Forced Air, Electric",1,2,,1,0,0,,,"Brick, Stone/Concrete","SLD",5/26/2021 4:31:00 PM,"Inspection",3819.00,"2020",,,,358900,,,,1/19/2021 2:26:00 PM,,,"Cable Available, Intercom, Elevator",,,"01/19/2021","03/22/2021","03/08/2021","03/22/2021"
"170- Bradford Street U:2A","Everett, MA","02149",,3,"2f 0h",645000.00,"05/27/2021",1470,,,2020,"CC",,,,49,649888.00,438.78,,,"This Beautiful 2020 Brand New condo! with 3bed, 2bath features an open floor plan which spans 1,470 sqft of gleaming engineered hardwood and stone tile floors. This unit includes two parking spaces & deeded private storage located in the basement. Host lavish dinner parties under the designer chandelier, Enjoy casual dining and an open kitchen will please any aspiring chef with its abundant cabinetry, stone countertops, tile backsplashes, & stainless steel appliances, including a gas range, French door refrigerator, dishwasher, and built-in microwave. The bathroom features a walk-in shower and in-unit washer-dryer hook-up. Extra storage, A security system, and central HVAC add comfort and ease to this pristine, move-in ready home. Features a Boston view and conveniently minutes away from Encore Boston Harbor Luxury Resort & Casino and Assembly Row. Near Wellington T station & major highways. OPEN HOUSE- Saturday & Sunday between 11 to 12:30 pm. Offers to be presented on Monday.","Insulation - Sound Barrier System between floors and Roxul Insulation; Exterior - James Hardie Siding; Energy Features - Nest ThermostatOffers to be presented on Tuesday at12.",,"AN2606","AN2383","TM334278","B8000595","Middlesex","AN4345","Bradford Street",170,0,"Central Air",,,,,"Central Heat, Gas",0,2,,2,0,0,,,,"SLD",7/2/2021 11:45:00 AM,"Financing",9999.00,"2020",,,,9999,,,,3/11/2021 7:44:00 PM,,,"Security System, Cable Available, Intercom, Internet Available - Broadband",,,"03/03/2021","04/20/2021","03/29/2021","04/20/2021"
"24 Corey St U:201","Everett, MA","02149","2712",2,"2f 0h",383000.00,"06/03/2021",946,,,1985,"CC",,,,60,379900.00,404.86,,,"Tenant has moved out and Unit is ready for a quick closing! If you are looking for a spacious 2 bedroom Condominium, minutes from the train Station and bus lines, great access to Boston and Encore, recently remodeled and ready for immediate occupancy then unit 201 Seville Place is the property for you! Come check out the 2 large Bedrooms with newer gleaming laminate floors, central air, in-unit laundry, spacious Kitchen with white cabinets, deeded storage and parking.  All appliances remain as gifts from Seller! This complex is Centrally located in the heart of Everett, close to shopping, restaurants, schools and parks. Taxes only $1,621.13.  A must see!","This partial information is subject to errors & omissions and should be verified by a competent home inspector. Accompanied showings for pre-approved buyers with masks, sanitizing, and Covid waiver required. Contract to Purchase Addendum to be submitted with all offers. See Terms of Escrow Agency.",,"AN1201","AN1199","BB700458","C2529890","Middlesex","AN1230","Corey St",24,0,"Central Air",,,,,"Forced Air, Electric",0,1,,1,0,0,,,,"SLD",6/9/2021 12:34:00 PM,"Financing",1621.13,"2021",,,,339400,,,,4/14/2021 10:03:00 AM,,,,,,"03/14/2021","05/12/2021","04/26/2021","05/12/2021"
"170 - 6 Bradford Street U:6","Everett, MA","02149",,3,"2f 0h",599988.00,"06/07/2021",1700,,,2020,"CC",,,,19,599988.00,352.93,,,"All Premium finishes make the three-bedroom, two-bathroom an unrivaled Everett residence with an open floor plan perfect for relaxed daily life. Spanning 1,700 square feet gleaming hardwood and stone tile floors. Host lavish dinner parties under the designer chandelier, or enjoy casual dining at the adjacent open kitchen will please any aspiring chef with its abundant cabinetry, stone countertops, tile backsplashes, and top-notch stainless steel appliances, including a gas range, French door refrigerator, dishwasher, and built-in microwave. A large bedroom and an expansive bathroom with a walk-in shower and in-unit washer-dryer. Extra storage, a security system, and central HVAC add comfort and ease to this pristine, move-in ready home. This unit includes two deeded parking spaces and private storage in the basement. Minutes away from Encore Boston Harbor Luxury Resort & Casino and Assembly Row. Near Wellington T station and major highways completely brand NEW luxury apartment!","Insulation - Sound Barrier System between floors and Roxul Insulation; Exterior - James Hardie Siding;  Energy Features - Nest Thermostat",,"AN5287","AN5287","CN225897","CT005023","Middlesex","AN4345","Bradford Street",170,0,"Central Air",,,,,"Central Heat, Gas",0,2,,2,0,0,,,,"SLD",7/26/2021 7:21:00 PM,"Pending P&S",9999.00,"2020",,,,9999,,,,3/28/2021 11:52:00 AM,,,"Security System, Cable Available, Intercom, Internet Available - Broadband",,,"03/26/2021","04/13/2021","03/29/2021","04/13/2021"
