"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"23 Blake Street","Boston, MA","02126",,,,,,,,5740.00,,"LD",,,,16,325000.00,,,,"Attention builders, developers and end users! Great opportunity in coveted Mattapan/ Hyde Park location! A 5740sqft of buildable lot for 2-unit (approved for 4210.05sqft & 2 parking spots). Approved permit will be for 2-family residence with 4br/2bath each. Source of all representations are from the seller/public source-broker has not verified same. Buyers are responsible for all necessary variances and building permits for their own design unless they like to use what the seller has. Buyers responsible for connection fee to town for water and sewer,","",,,,,"CT009337","Suffolk","AN1237","Blake Street",23,,,,,,,,,0,,,0,0,,,,"EXP",9/2/2021 3:05:00 AM,,989.47,"2021",,,,101500,,,,3/23/2021 12:14:00 AM,,,,,,"03/23/2021","09/01/2021",,
"293 Beacon Street","Boston, MA","02116",,,,,,,,100.00,,"LD",,,,193,229000.00,,,,"","",,,,,"NA900418","Suffolk","NA9365","Beacon Street",293,,,,,,,,,0,,,0,0,,,,"EXP",10/1/2021 3:06:00 AM,,524.83,"2020",,,,49700,,,,3/22/2021 3:54:00 PM,,,,,,"03/22/2021","09/30/2021",,
"5 Glenburne","Boston, MA","02121",,,,,,,,3070.00,,"LD",,,,23,350000.00,,,,"The $185,000.00 price comes with the first Letter of Refusal from the ZBA. This lot is large enough to construct a three family structure. All utilities are at the street. Permits can be provided with a sale price of $275,000.00. Regarding the proposed building structure,  - Attached are the drawing for the structure.","",,,,,"NB112204","Suffolk","AN5313","Glenburne",5,,,,,,,,,0,,,0,0,,,,"EXP",6/1/2021 3:05:00 AM,,120.90,"2020",,,,22900,,,,3/8/2021 10:14:00 AM,,,,,,"03/08/2021","05/31/2021",,
"147 West Street","Boston, MA","02136",,,,,,,,16000.00,,"LD",,,,45,900000.00,,,,"","",,,,,"CN218419","Suffolk","AN3021","West Street",147,,,,,,,,,0,,,0,0,,,,"EXP",4/2/2021 3:05:00 AM,,7000.00,"2020",,,,325000,,,,1/15/2021 1:10:00 PM,,,,,,"01/15/2021","04/01/2021",,
"361 Centre Street","Boston, MA","02130",,,,,,,,20701.00,,"LD",,,,267,2500000.00,,,,"361 Centre Street is a tremendous investment and redevelopment opportunity located in the heart of Jamaica Plain. The offering is a 20,701 square foot Italian Renaissance Revival style church and is the former home The Church of the Blessed Sacrament. The site is fully located within a Qualified Opportunity Zone and offers a convenient transit-oriented address, less than half a mile from the MBTA’s Jackson Square Station, which connects Jamaica Plain to world class employers, universities and hospitals situated throughout Boston, Cambridge, and the surrounding communities. 361 Centre Street is a unique opportunity within one of Boston’s most lively neighborhoods. The neighborhood is known for its diverse population, excellent public transit options and tremendous amount of green space.","Please contact Christopher.Sower@colliers.com to sign a confidentiality agreement. Pricing noted above is a requirement of MLS and not a formal asking price.   Descriptions and property information are a requirement of MLS; accurate details are listed in the offering package.",,,,,"CT003909","Suffolk","AN6656","Centre Street",361,,,,,,,,,0,,,0,0,,,,"EXP",9/1/2021 3:06:00 AM,,9999.00,"9999",,,,9999,,,,12/8/2020 5:12:00 PM,,,,,,"12/08/2020","08/31/2021",,
"5 Glenburne","Boston, MA","02121",,,,,,,,3070.00,,"LD",,,,60,180000.00,,,,"This lot is large enough to construct a three family structure. All utilities are at the street. Permits can be provided with a sale price of $375,000.00    Regarding the proposed building structure,  - a refusal letter ha been received, pending ZBA processing approval. Attached are the drawing for the structure.","",,,,,"NB112204","Suffolk","AN5313","Glenburne",5,,,,,,,,,0,,,0,0,,,,"EXP",1/30/2021 3:05:00 AM,,120.90,"2020",,,,22900,,,,12/1/2020 11:29:00 AM,,,,,,"12/01/2020","01/29/2021",,
"5 Oakhurst St","Boston, MA","02124",,,,,,,,3250.00,,"LD",,,,47,369000.00,,,,"Builder/Investor Opportunity for 3 unit ground up new construction! Property will be delivered with building plans for buyer/builder to submit for final permits. Building plans already have Boston ZBA approval.  This project is ideal for any builder interested in a ready-to-build project. Unit1 has 2BD/1Bath, Unit 2 has 3BD/2Bath, Unit 3 has 3BD/2Bath. 4 Off-street parking spaces. Property sale can be combined with MLS #72759839 for an additional 3 unit new construction project.","",,,,,"CN207901","Suffolk","AN5165","Oakhurst St",5,,,,,,,,,0,,,0,0,,,,"EXP",3/1/2021 3:06:00 AM,,181.63,"2020",,,,17200,,,,11/20/2020 3:04:00 PM,,,,,,"11/20/2020","02/28/2021",,
"3 Oakhurst St","Boston, MA","02124",,,,,,,,3250.00,,"LD",,,,48,259000.00,,,,"Builder/Investor Opportunity for 3 unit ground up new construction! Property will be delivered with building plans for buyer/builder to submit for final permits. Building plans already have Boston ZBA approval.  This project is ideal for any builder interested in a ready-to-build project. Unit1 has 2BD/1Bath, Unit 2 has 3BD/2Bath, Unit 3 has 3BD/2Bath.   One unit has to be affordable with 80% AMI. 4 off-street parking spaces. Opportunity to combine with MLS #72759849 for an additional 3 unit project.","",,,,,"CN207901","Suffolk","AN5165","Oakhurst St",3,,,,,,,,,0,,,0,0,,,,"EXP",4/8/2021 3:05:00 AM,,2136.29,"2020",,,,202300,,,,11/20/2020 2:36:00 PM,,,,,,"11/19/2020","04/07/2021",,
"15 Maywood St","Boston, MA","02119",,,,,,,,4802.00,,"LD",,,,62,399000.00,,,,"Amazing opportunity for builders/developers. FULLY PERMITTED 3 Unit Project in Roxbury!   Unit 1 - 1,711 SqFt  Unit 2 - 1,300 SqFt  Unit 3 - 1,711 SqFt, plus 3 OFF STREET PARKING SPACES!   Full architectural drawings available. Full approval from the Zoning Board of Appeals. Building Permits in HAND!  Excellent location with direct access to public transportation/Dudley/Nubian square, Longwood Medical, Northeastern and close distance to the best offerings of South End & Downtown. No need to demolish a structure. Vacant land.","Fully permitted project. ZBA Approved, BPDA Approved, Permit in hand. No need to demolish a structure. Vacant land.",,,,,"CN207901","Suffolk","AN5165","Maywood St",15,,,,,,,,,0,,,0,0,,,,"EXP",2/1/2021 3:06:00 AM,,148.90,"2020",,,,14100,,,,11/16/2020 4:51:00 PM,,,,,,"11/16/2020","01/31/2021",,
"329-331 Columbia Rd","Boston, MA","02125","2423",,,,,,,4845.00,,"LD",,,,46,439000.00,,,,"Approved three family/condo construction project in the heart of Dorchester! Plans are approved for 2 beds and 2 baths! Seller has never occupied property and has limited information on approvals. All information to be verified by buyer and/or buyer's agent. Seller makes no warranties or representations. Property to be sold as-is. Buyer to perform their own due diligence.","",,,,,"TM005501","Suffolk","AC1495","Columbia Rd",329,,,,,,,,,0,,,0,0,,,,"EXP",4/1/2021 3:05:00 AM,,529.00,"2019",,,,50200,,,,11/11/2020 5:13:00 PM,,,,,,"11/11/2020","03/31/2021",,
"143 Addison Street","Boston, MA","02128",,,,,,,,10018.00,,"LD",,,,155,2250000.00,,,,"143 Addison Street is a 10,000 sq. ft. multifamily development site less than 3.5 miles from downtown Boston and benefits from the city’s strong transportation infrastructure.  A short walk to the MBTA’s Blue Line, and only a 20-minute door-to-door commute to downtown Boston, the property is surrounded by MBTA bus stops and immediately accessible to Route 1 and Interstates 90 and 93, connecting the property to key destinations throughout Boston, Cambridge and the surrounding area.  143 Addison offers a unique opportunity to deliver high-quality transit-oriented housing at an attractive price point in an ultra-convenient, accessible and emerging location.  In additional,143 Addison is currently 100% occupied by commercial tenants with short term leases and offers secure below market in-place income and tremendous development potential for housing in one of Boston’s transformative neighborhoods.","For more information contact Bruce Lusa at Bruce.Lusa@colliers.com to sign a confidentiality agreement. Pricing noted above is a requirement of MLS and not a formal asking price. Descriptions and property information are a requirement of MLS; accurate details are listed in offering package.",,,,,"CT003909","Suffolk","AC2397","Addison Street",143,,,,,,,,,0,,,0,0,,,,"EXP",3/29/2021 3:05:00 AM,,999.00,"999",,,,999,,,,9/28/2020 4:26:00 PM,,,,,,"09/28/2020","03/28/2021",,
"1109 Boylston","Boston, MA","02215",,,,,,,,0.00,,"LD",,,,99,85000.00,,,,"Private off-street parking space available for sale. Great Back Bay/Fenway location! Space is located in private condominium complex. - Less than 1/5 mile to Mass Ave - Approximately 1/5 mile to Fenway Park and Lansdowne Street - Snow removal and upkeep by condo association - 24/7 access - Video surveillance in place","Purchase is ""GRANT OF PARKING EASEMENT"" for spot #20",,,,,"B8000305","Suffolk","AC1531","Boylston",1109,,,,,,,,,0,,,0,0,,,,"EXP",1/2/2021 3:05:00 AM,,0.00,"202",,,"Yes",0,,,,9/25/2020 10:01:00 AM,,,,,,"09/25/2020","01/01/2021",,
"655 E 2nd Street","Boston, MA","02127",,,,,,,,999.00,,"LD",,,,142,89000.00,,,,"Heated and lite secured garage parking space #7 in a residential building. There is no residential component to this parking space for sale. It consists solely as a deeded parking space. Monthly fee is $ 44.80/month.  Taxes are $105.80 quarterly. Appt. required to view .","Call List Agent  Tia Zaferakis to access garage . DO NOT ACCESS Premises with out  listing agent present.",,,,,"A8000198","Suffolk","AN3830","E 2nd Street",655,,,,,,,,,0,,,0,0,,,,"CAN",1/20/2021 11:02:00 AM,,423.20,"2020",,,,999,,,,8/31/2020 9:20:00 AM,,,,,,"08/31/2020","01/20/2021",,
"47 Woodbine St","Boston, MA","02119","2132",,,,,,,2400.00,,"LD",,,,199,220000.00,,,,"Development opportunity in a great location thats close to everything from public transportation, highway, shopping, hospitals, universities and more.  Do your due diligence.  Make your best offer!","",,,,,"BB810316","Suffolk","AN4934","Woodbine St",47,,,,,,,,,0,,,0,0,,,,"EXP",1/1/2021 3:07:00 AM,,178.00,"2020",,,,16900,,,,6/16/2020 9:49:00 PM,,,,,,"06/16/2020","12/31/2020",,
"30 Thorn Street","Boston, MA","02136",,,,,,,,11000.00,,"LD",,,,292,3000000.00,,,,"30 Thorn Street is a fully approved residential development opportunity situated on a 11,000 SF parcel in Boston’s Hyde Park neighborhood. The project has approvals in-hand from the BPDA for a 6-story residential building consisting of 45 units (39 market, 6 affordable) and 21 off-street parking spaces. Totaling approximately 40,000 GSF, the development opportunity is nestled among countless Hyde Park amenities and offers access to multiple public transit options, which provide service to Boston's Downtown in less than 30 minutes.","For additional information, please visit 30thorn.colliers.com and execute the confidentiality agreement. Pricing noted above is a  requirement of MLS, not a formal asking price. Descriptions and property info are requirements of MLS; accurate details are listed in offering package.",,,,,"CT003909","Suffolk","AC2397","Thorn Street",30,,,,,,,,,0,,,0,0,,,,"EXP",2/1/2021 3:05:00 AM,,9999.00,"9999",,,,9999,,,,4/15/2020 9:41:00 AM,,,,,,"04/15/2020","01/31/2021",,
"11 Atherton Parking spot","Brookline, MA","02446",,0,"0f 0h",,,0,,70.00,1920,"LD",,,,55,59000.00,,,,"EXCLUSIVE USE - COVERED PARKING SPACE FOR SALE.  Close to Coolidge Corner and train lines. Valuable location that will always go up in value","",,,,,"BB807636","Norfolk","AN0907","Atherton Parking spot",11,0,,,,,,,,0,,,0,0,,,,"EXP",6/1/2021 3:05:00 AM,,440.44,"2021",,,,9999,,,,4/7/2021 4:40:00 PM,,,,,,"04/07/2021","05/31/2021",,
"44 Vernon Street","Brookline, MA","02446",,,,,,,,5520.00,,"LD",,,,140,2600000.00,,,,"We are pleased to present an exceptional opportunity to acquire a fully approved and permitted development opportunity in Brookline, Massachusetts. 44 Vernon Street is approved for two luxury condominium units across a total of ~5,500 SF of living space. The units feature 4 bedrooms and 4.5 bathrooms throughout three levels with private elevators, private outdoor space and two surface parking spaces. Brookline, Massachusetts is a Class A suburban destination by every measurable standard. Brookline has been known to be one of the premier addresses throughout the United States due to the quality school systems, historic and regal setting, plethora of amenities, vibrant urban life and the deep employer base that makes up the area.","Pricing noted above is solely anticipated pricing. A call for offers date will be set. For more information and access to the documents, please visit https://bradvisors.com/listings/?propertyId=872948-sale.",,,,,"CN216101","Norfolk","NB9260","Vernon Street",44,,,,,,,,,0,,,0,0,,,,"EXP",9/1/2021 3:06:00 AM,,99.00,"99",,,,99,,,,4/14/2021 10:40:00 AM,,,,,,"04/14/2021","08/31/2021",,
"11-12 Goodwin Place","Brookline, MA","02445",,,,,,,,14800.00,,"LD",,,,113,3895000.00,,,,"Welcome to Goodwin Place in the heart of ultra-desirable Brookline Village. This property has been held by the same family for many years. The multi-family home sits on two parcels of land comprising approximately 14,800 SF and offers a lush oasis that is just moments away from the MBTA Green Line, the Longwood Medical Area and some of Brookline's finest shops and dining. The T-5 zoned multi-family home is spacious and ready for your creative updating, thoughtful renovation or redevelopment. Today's incredible market coupled with this offering's substantial acreage creates endless potential for an end-user, investor or developer to take advantage of this once in a generation opportunity.","This is part of an estate sale. A Personal Representative will be signing all contracts. No representations made. Buyer to conduct own due diligence. Estate lawyer will need to review any offers.",,,,,"BB904200","Norfolk","AN6227","Goodwin Place",11,,,,,,,,,0,,,0,0,,,,"EXP",12/10/2021 3:05:00 AM,,28365.00,"2021",,,,3047300,,,,6/22/2021 5:56:00 PM,,,,,,"06/22/2021","12/09/2021",,
"30 Clinton Road","Brookline, MA","02245",,,,,,,,10534.00,,"LD",,,,11,2095000.00,,,,"Create your dream home via potential expansion/development on this gorgeous 10,000+ sf lot rarely available on Brookline's desirable Fisher Hill surrounded by gorgeous homes and minutes to the best of Brookline.  Current house is a 3 BR, 2.5 bath ranch with garage needing updating - buyer to do due diligence on potential to renovate, add on or recreate an amazing home on this generous lot.  This property is being sold in “as in condition”.","",,,,,"BB904200","Norfolk","AN6227","Clinton Road",30,,,,,,,,,0,,,0,0,,,,"EXP",10/23/2021 3:05:00 AM,,14268.00,"2022",,,,1386500,,,,10/12/2021 11:33:00 PM,,,,,,"10/12/2021","10/22/2021",,
"63 Reservoir Ln","Brookline, MA","02467","1454",,,,,,,42153.00,,"LD",,,,33,1739000.00,,,,"Now available with clean title. This private nearly one-acre buildable lot presents a rare opportunity to construct a new home the coveted North Brookline Chestnut Hill neighborhood. The building site is largely level and cleared. A large six bedroom home with direct entry garage has been permitted, planned and approved. Ensconced in established trees, the home would be entered down a long driveway that leads to the open building site with ample room for a large yard. While nestled at the end of a private road, this location is incredibly convenient to all of Chestnut Hill's amenities including the Green Line, Reservoir parks and walking trails, luxury shopping, grocery stores, health clubs and movie theater, as well as amazing public and private schools.","Approved Building Plans can be provided prior to P&S.",,,,,"TEAM0418","Norfolk","AN3337","Reservoir Ln",63,,,,,,,,,0,,,0,0,,,,"CAN",3/23/2021 12:21:00 PM,,12051.00,"2020",,,,1275200,,,,11/10/2020 10:18:00 PM,,,,,,"11/10/2020","12/13/2020",,
"99 Pond Ave U:0","Brookline, MA","02445",,0,"0f 0h",,,0,,0.00,,"LD",,,,88,250.00,,,,"2 tandem parking spaces available now for total $300/month. Only for Brookhouse residents.","",,,,,"H9500325","Norfolk","AN1807","Pond Ave",99,0,,,,,,,,0,,,0,0,,,,"EXP",3/1/2021 3:05:00 AM,,0.00,"00",,,,0,,,,1/18/2021 4:52:00 PM,,,,,,"12/03/2020","02/28/2021",,
"140 Woodland Road","Brookline, MA","02467",,,,,,,,42893.00,,"LD",,,,62,5500000.00,,,,"Estate worthy acre lot on one of Brookline's most beautiful streets. Long, private driveway, leads to a gorgeous wooded lot that overlooks the golf course. Close distance to Chestnut Hill shopping, and a stone’s throw to Boston. This is the opportunity you have been waiting for! This will not last!","",,,,,"CN200297","Norfolk","AN1148","Woodland Road",140,,,,,,,,,0,,,0,0,,,,"EXP",5/14/2021 3:05:00 AM,,999999.00,"2021",,,,9999999,,,,4/7/2021 8:50:00 AM,,,,,,"03/13/2021","05/13/2021",,
"186+190 Warren St","Brookline, MA","02445","5928",,,,,,,81644.00,,"LD",,,,422,7650000.00,,,,"Opportunity to own two contiguous properties, each with a single-family home and approximately a building acre of land.  These properties include 186 Warren Street, a colonial revival, 5 bedroom home on 41,664 square feet of land, and 190 Warren Street, a 2434 square foot carriage house on 40,000 square feet of land.    Owned together, this combined property offers two buildable acres in the coveted Sargent Estate.  It is a truly beautiful setting, with frontage on Sargent Road offering a private, peaceful oasis convenient to Brookline and Chestnut Hill amenities and downtown Boston.","Both properties pay annual dues to SRT.  Also, portion of the special SRT assessment.  See broker.",,,,,"BB904235","Norfolk","AN3108","Warren St",186,,,,,,,,,0,,,0,0,,,,"EXP",1/1/2021 3:06:00 AM,,64395.00,"2020",,,,67973000,,,,9/24/2019 9:31:00 AM,,,,,,"09/23/2019","12/31/2020",,
"0 Beachview Ave","Malden, MA","02148",,,,,,,,7118.00,,"LD",,,,27,159900.00,,,,"Welcome to 0 Beachview Avenue Malden, MA! This rare 7118 sq. ft. lot is located between 34 and 50 beachview avenue. Lo / t is elevated with trees and undeveloped.","2.5% commission to selling agent",,"",,"","BB810143","Middlesex","AN3655","Beachview Ave",0,,,,,,,,,0,,,0,0,,,,"CTG",12/5/2025 6:21:00 PM,"Pending P&S",1384.00,"2025",,,,122300,,,,11/14/2025 2:05:00 PM,,,,,,"11/14/2025",,"11/28/2025","12/18/2025"
"21 Rudolph","Malden, MA","02148",,,,,,,,11500.00,,"LD",,,,208,174900.00,,,,"Located on a quaint New England neighborhood is this potential ANR lot, estimated to be 11,500 sq once subdivided from an existing larger parcel.  It is being offered subject to the buyer performing all required survey, subdivision plan, permitting and engineering. This offering is part of 19 Rudolph St and once subdivided appears that it will have sufficient frontage of 50' and a lot size once subdivided of approx. 11,500 sq ft.  Prospective buyers should perform all due diligence regarding permitting and suitability for their intended use related to subdividing the land.","",,,,,"TM321745","Middlesex","AN4643","Rudolph",21,,,,,,,,,0,,,0,0,,,,"EXP",9/1/2021 3:06:00 AM,,0.00,"00",,,,0,,,,2/12/2021 7:22:00 AM,,,,,,"02/05/2021","08/31/2021",,
