"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"3 Longwood Rd U:3","Mashpee, MA","02649","2847",2,"2f 1h",,,1685,,,2000,"CC",,,,90,499000.00,296.14,,,"Enjoy resort-style living of Southport in this magnificent Nantucket- style condo in award-winning 55+ community. Southport is located in Mashpee on Cape Cod. Home features two master suites, one on each floor. The fire-placed living room with cathedral ceiling and skylight, leads to deck which overlooks a green of the golf course. The second level offers a loft and sky lit den/office. Southport offers a 9 hole golf course, tennis courts, walking trails, pickleball, bocce and shuffleboard. The 32,000 square foot Village Center is where you will find the heated indoor and outdoor pools, fitness center, library, activities and much more. Enjoy the Southport lifestyle. Start living the easy lifestyle with all the amenities that Southport has to offer.","Text either Denise Dutson 508-477-4040 or Pat Holmes 508-737-9495",,,,,"TM326299","Barnstable","AN7133","Longwood Rd",3,1,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,,"CAN",1/12/2023 10:36:00 AM,,3234.00,"2022",,,,395800,,,,9/11/2022 9:02:00 AM,,,,,,"07/21/2022","10/19/2022",,
"13 S Orleans U:15A","Orleans, MA","02653",,1,"1f 0h",,,262,,,1959,"CC",,,,169,130000.00,496.18,,,"This an income-producing property with condo form of ownership. Fantastic 2nd floor unit Ideal for a cash investor looking for something for occasional use off season when unit is less like to be rented. Bonus - owner is eligible for an Orleans Beach sticker and has access to a dock on Town Cove! The unit is rented to the public on a nightly basis by on-site management. Property CANNOT be used as a year-round or summer home for the owners. Previous year of financial info available upon request. DO NOT CALL THE COVE MOTEL for information. The staff is hired to operate the motel business and know nothing about the details of sale for this unit. Explanation of operation and fees available upon request. Offers will be presented as received and will be reviewed on March 23. Owner has the right to accept any offer at any time. All information provided by the listing agent is not guaranteed and should be independently verified by Buyers.","CANNOT BE SHOWN IF RENTED. Please DO NOT go the motel and ask questions of the staff. They are there to handle the motel business and not engaged in the sale of this unit. Financial details available on request.",,,,,"CN230782","Barnstable","AN4812","S Orleans",13,0,"Wall AC",,,,,"Hot Water Radiators",0,0,,0,0,0,,,,"EXP",9/6/2022 3:05:00 AM,,478.00,"2022",,,,66500,,,,6/27/2022 10:28:00 PM,,,,,,"03/21/2022","09/05/2022",,
"13 S Orleans U:28C","Orleans, MA","02653",,1,"1f 0h",,,306,,,1959,"CC",,,,169,99900.00,326.47,,,"This an income-producing property with condo form of ownership. Fantastic 1st floor unit Ideal for a cash investor looking for something for occasional use off season when unit is less like to be rented. Bonus - owner is eligible for an Orleans Beach sticker and has access to a dock on Town Cove! The unit is rented to the public on a nightly basis by on-site management. Property CANNOT be used as a year-round or summer home for the owners. Previous year of financial info available upon request. DO NOT CALL THE COVE MOTEL for information. The staff is hired to operate the motel business and know nothing about the details of sale for this unit. Explanation of operation and fees available upon request. Offers will be presented as received and will be reviewed on March 29. Owner has the right to accept any offer at any time. All information provided by the listing agent is not guaranteed and should be independently verified by Buyers.","CANNOT BE SHOWN IF RENTED. Please DO NOT go the motel and ask questions of the staff. They are there to handle the motel business and not engaged in the sale of this unit. Financial details available on request.",,,,,"CN230782","Barnstable","AN4812","S Orleans",13,0,"Wall AC",,,,,"Hot Water Radiators",0,9,,9,0,0,,,,"EXP",9/6/2022 3:05:00 AM,,629.00,"2022",,,,77700,,,,6/27/2022 10:27:00 PM,,,,,,"03/21/2022","09/05/2022",,
"13 S Orleans U:41C","Orleans, MA","02653",,1,"1f 0h",,,310,,,1959,"CC",,,,173,155000.00,500.00,,,"This an income-producing property with condo form of ownership. Fantastic unit with fireplace and private deck with water view. Ideal for a cash investor looking for something for occasional use off season when unit is less like to be rented. Bonus - owner is eligible for an Orleans Beach sticker and has access to a dock on Town Cove! The unit is rented to the public on a nightly basis by on-site management so property isn't suitable for use as a year-round or summer home for the owners. Previous year of financial info available upon request. DO NOT CALL THE COVE MOTEL for information. The staff is hired to operate the motel business and know nothing about the details of sale for this unit. Explanation of operation and fees available upon request. Offers will be presented as received and will be reviewed on March 29. Owner has the right to accept any offer at any time. All information provided by the listing agent is not guaranteed and should be independently verified by Buyers.Consist","CANNOT BE SHOWN IF RENTED. Please DO NOT go the motel and ask questions of the staff. They are there to handle the motel business and not engaged in the sale of this unit. Financial details available on request.",,,,,"CN230782","Barnstable","AN4812","S Orleans",13,0,"Wall AC",,,,,"Hot Water Radiators",0,0,,0,0,0,,,,"EXP",9/6/2022 3:05:00 AM,,566.00,"2022",,,,78700,,,,6/27/2022 10:28:00 PM,,,,,,"03/17/2022","09/05/2022",,
"945 Commercial St U:10C","Provincetown, MA","02657","1743",2,"1f 0h",,,750,,71700.00,1975,"CC",,,,37,850000.00,1133.33,,,"This condo has been in our family since 1975. It served us well during the years as a great summer vacation get away and an off season oasis. The unit is directly on the beach so the kids can head out to the shoreline in bathing suits with shovels and pails in hand. Sometimes we would bring lunch to the beach and other times have lunch on the deck over looking the beach. While out of the hustle and bustle of downtown the condo is only minutes to town. Provincetown is a blast during the summer with parties and parades all summer long. It also offers a great selection of restaurants when nobody wanted to cook. So everyone could enjoy a few drinks in town, we would take the shuttle bus in which has a stop right out front at the Sandcastle. We are sure that the next family that purchases the condo will have decades of enjoyment like we did!","This is a limited service Owner Entry Listing; please contact seller directly re all questions, showings, offers etc; Mitchell at (774) 217-1937 or mitchell.shifrin@gmail.com (NOTE: Buyer &/or Buyer agent must conduct their own due diligence, research, verifications, investigation, analysis etc)",,,,,"CT005585","Barnstable","AN3697","Commercial St",945,0,"None",,,,,"Electric Baseboard",0,2,,2,0,0,,,"Frame","CAN",11/30/2022 8:09:00 PM,,3915.00,"2022",,,,587800,,,,10/24/2022 12:53:00 PM,,,"Cable Available, Finish - Sheetrock",,,"10/24/2022","11/30/2022",,
"52 Hay Rd U:52","Eastham, MA","02642",,1,"1f 0h",,,398,,,1930,"CC",,,,62,289000.00,726.13,,,"Enjoy as much time as you can at this charming 1 bedroom condo. Whether you are looking for your Cape escape or an income producing property… this recently renovated cottage is a must see. Restored pine floors, new kitchen appliances, window A/C, composite decking, newer windows, new outdoor shower, siding and sills are a few of the recent improvements. Starfish Cottages are located close to the Cape Cod National Seashore known for its stunning ocean beaches. Enjoy the sunsets or a relaxing dip at any of Eastham’s beautiful bay beaches. This sweet home is conveniently situated near the Cape Rail Trail (bike trail) for your riding pleasure. Orleans is just a minutes away for all of your dining and shopping needs. It is being offered turnkey excluding original artwork. Come see all that Eastham has to offer! Seasonal use only.","",,,,,"CN212006","Barnstable","AN7135","Hay Rd",52,0,"Window AC",,,,,"Electric",0,2,,2,0,0,,,,"EXP",11/16/2022 3:05:00 AM,,1395.00,"2022",,,,162700,,,,9/13/2022 1:45:00 PM,,,"Cable Available, Internet Available - Unknown",,,"09/13/2022","11/15/2022",,
"45 Highfield Dr U:6","Falmouth, MA","02540","2303",2,"2f 1h",,,2977,,43560.00,1988,"CC",,,,18,1189000.00,399.40,,,"This 2,977-square-foot condominium was thoroughly renovated in 2022 and features a split-level floor plan, hardwood flooring, classical molding, granite countertops in the kitchen and baths, abundant windows, and skylights. The great room boasts a gas fireplace, and double glass doors to a stone patio surrounded by boulders and Beebe Woods. The living and dining areas flow to the kitchen with an island, stainless-steel appliances, and sliding glass doors to the patio. A spacious owner's suite on the third floor includes a skylit loft, large windows, and skylights. Its luxurious en suite bath includes closets with built-ins, two private water closets, dual vanities, a tub, a shower with glass doors and seating, and a sizeable walk-in closet with built-ins. The guest bedroom, located on the second level, features two closets and an en suite bath with plentiful cabinets, a vanity with an oversized mirror, and a shower over tub with marble-lined walls. Also on this level is a laundry room.","",,,,,"A9501699","Barnstable","A95532","Highfield Dr",45,1,"Ductless Mini-Split System",,,,,"Forced Air, Gas",1,5,,4,0,0,,,,"EXP",10/1/2022 3:05:00 AM,,3752.00,"2021",,,,441400,,,,9/13/2022 9:52:00 AM,,,,,,"09/13/2022","09/30/2022",,
"26 Bradford Street U:1","Provincetown, MA","02657",,3,"2f 1h",,,992,,,1850,"CC",,,,36,1235000.00,1244.96,,,"This unit is a must-see! Bright and airy south facing West End 3 bedroom 2.5 bath condominium with views of Provincetown Harbor. The unit boasts a large exclusive-use outside space for gatherings with a patio and beautiful irrigated lawn.  Amenities include granite countertops, high-end appliances, and a gas fireplace in the sunlit living room/kitchen/dining combination on the first floor. Upstairs, the primary en-suite bedroom features water views as does one of the other two bedrooms.  The unit comes with two parking spaces and large storage space. Rentals are allowed, pets for owners.  Offered mostly furnished with the exception of artwork and a few pieces of furniture.","Buyer to assume sewer betterment when assessed by the town.",,,,,"CN239021","Barnstable","AN6145","Bradford Street",26,1,"Other (See Remarks)",,,,,"Forced Air",0,2,,2,0,0,,,,"CAN",11/30/2022 9:28:00 AM,,3300.00,"2022",,,,0,,,,8/4/2022 4:03:00 PM,,,,,,"08/03/2022","11/30/2022",,
"421 Commercial St U:A","Provincetown, MA","02657","2315",1,"1f 0h",,,448,,5937.00,1850,"CC",,,,289,1095000.00,2444.20,,,"Perched at the end of a wharf at the water's edge, this is a one-of-a-kind property! Situated on two levels at the tip of Bayview Wharf in the heart of Provincetown's Gallery district, you will be completely absorbed by the views which surround the building. Meticulously renovated to maximize the space, views and elegance, this seasonal unit feels like a luxury cabin on a ship. Bathed in sunlight, the top level is designed for comfortable living, and features a sleek kitchen with stainless appliances, gas cooking and a marble island with bar seating. The vaulted ceiling with exposed beams adds volume, style and light. The staircase to the bedroom level is lined with stylish built ins for extra storage. Downstairs, the bathroom features teak cabinetry and a steam shower with a rainhead fixture. Views from the bedroom are spectacular and include the town pier and the Monument. Windows and sliders on all three sides. Enjoy spacious exclusive use deck areas off of each level.","Betterment is paid off and utilities are included in the condo fee.",,,,,"CN239021","Barnstable","AN6145","Commercial St",421,0,"None",,,,,"Gas, Electric, Propane",0,0,,0,0,0,,,,"EXP",11/3/2022 3:05:00 AM,,5077.00,"2022",,,,762300,,,,1/18/2022 1:43:00 PM,,,,,,"01/18/2022","11/02/2022",,
"17 Highview Dr U:17","Sandwich, MA","02563","2315",2,"1f 1h",,,972,,,1973,"CC",,,,70,385000.00,396.09,,,"The living is easy in this 2 bedroom, 1.5 bath, updated condo. The street level entrance leads to one-floor living in this unit that offers a desirable and functional floor plan. Walk right into the open floor plan that includes the living room, dining area, and sun porch. The bright, inviting kitchen, totally renovated in 2020, features new appliances, upgraded cabinets, Silestone countertops, and a breakfast bar.  Along with the modern kitchen, the bathrooms were also redesigned in 2020. Offering privacy and serenity, the primary bedroom with full bath and generous closet space is set widely apart from the second bedroom.  Stackable washer and dryer is in the 1/2 bath.  Conveniently located carport with storage. Close to Historic Sandwich Village, Heritage Museum & Gardens, restaurants, shopping and library.  Easy access off Cape.  Complex offers well-maintained landscaping, heated indoor pool, tennis court, and spacious community clubhouse. Buyer/buyer’s agent to verify all herein.","Please call or text Karen Rezendes (203-885-3864) for accompanied showings.",,"",,"","CN206167","Barnstable","AN7139","Highview Dr",17,1,"None",,,,,"Electric Baseboard, Electric",1,2,,1,0,0,,,,"CTG",12/7/2025 4:43:00 PM,"Financing",3290.00,"2025",,,,311300,,,,9/19/2025 10:00:00 AM,,,,"10/02/2025",,"10/02/2025",,"12/07/2025","12/20/2025"
"10 Freedom Rd U:10","Sandwich, MA","02644",,3,"2f 0h",,,1510,,17859.00,1979,"CC",,,,4,479000.00,317.22,,,"In a quiet neighborhood, within close proximity to Snake Pond, this 3-bed, 2 full bath home is in the process of being fully renovated & converted into a condo. Once transitioned into a condo, this free-standing condo will reside on approximately .41 acres, which the owner will have the right to utilize the property as they wish with no monthly HOA fee. The large and inviting living room, is flooded with natural light, and grants access to the open-concept kitchen which overlooks the dining nook. The back deck is easily accessible from the dining area through French Doors. With all 3 bedrooms located on the first floor, featuring hard wood floors, there is the ease of one-floor living. With a full basement, there is ample storage space in the home. Making this a great year-round, seasonal or investment property.","",,,,,"TM350438","Barnstable","A95627","Freedom Rd",10,0,"Central Air",,,,,"Forced Air, Oil",0,2,,2,0,0,,,,"CAN",11/30/2022 1:48:00 PM,,4732.34,"2022",,,,359600,,,,11/26/2022 1:07:00 PM,,,,,,"11/26/2022","11/30/2022",,
"27 Highview Rd U:27","Sandwich, MA","02563",,2,"2f 0h",,,1221,,,1981,"CC",,,,50,459000.00,375.92,,,"Amongst the serene and calming whispers from the rustling foliage, you will find the highly sought after Highview Condominiums. Within building #2 lies Unit 27 on the ground floor. This Two-Bedroom, Two Full Bath Condo has the sought after and rare garden patio to enjoy summer breezes and the crisp fall air. Completely renovated this unit was updated to provide an open concept. Here you will find stunning granite countertops, along with updated cabinetry and appliances in the kitchen. Updates in both of the full sized bathrooms including a washer and dryer and a small mud room to help keep the unit pristine. Luxurious vinyl plank and tile throughout, the home has been tastefully appointed and meticulously cared for. All of this also includes a dining area and a large island for informal gatherings. Buyer to verify all information herein.","Please call Dave Morin with request. After 10/28 the unit will be vacant and make for an easy visit.",,"",,"","CN212020","Barnstable","M80015","Highview Rd",27,0,"None",,,,,"Electric Baseboard",1,1,,0,0,0,,,,"CTG",12/5/2025 4:00:00 PM,"Inspection",3289.00,"2025",,,,157400,,,,10/22/2025 2:21:00 PM,,,,,,"10/22/2025",,"12/04/2025","12/18/2025"
